title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes,availableCountries
The Thirteenth Tale,movie,"Drama, Mystery",2013.0,6.7,3152.0,"AU, ES, GB, GG"
Cy Warrior,movie,"Action, Sci-Fi",1989.0,3.8,253.0,ES
The Who: The Making of Tommy,movie,Documentary,2013.0,7.6,236.0,"AG, AO, AT, AU, BB, BE, BF, BG, BM, BS, BZ, CA, CD, CH, CI, CM, CY, CZ, DE, DK, ES, FI, FR, GB, GF, GG, GH, GI, GR, GY, HR, HU, IE, IT, JM, KE, LC, LI, LT, MC, MG, ML, MW, NE, NG, NL, NO, NZ, PF, PG, PH, PL, PT, SE, SI, SK, SM, SN, TC, TT, UG, US, VA, ZA"
Marie de Nazareth,movie,Drama,1995.0,5.3,155.0,"AR, AU, BE, BF, BM, BO, BZ, CD, CH, CI, CL, CO, CR, DO, EC, ES, FR, GB, GF, GG, GI, GT, HN, LC, MC, MG, ML, MX, NE, NI, NZ, PA, PE, PF, PG, PH, PY, SN, SV, TC, UY, VE"
Cause of Death,movie,"Crime, Mystery, Romance",2001.0,4.4,344.0,ES
Forest of the Dancing Spirits,movie,Documentary,2013.0,7.3,202.0,"AG, AO, AR, AT, BB, BO, BS, BZ, CH, CL, CM, CO, CR, DE, DO, EC, ES, GH, GT, GY, HN, IT, JM, KE, LI, MW, MZ, NG, NI, PA, PE, PY, SM, SV, TT, UG, UY, VA, VE, ZA"
Alone Yet Not Alone,movie,"Action, Drama, History",2013.0,4.7,997.0,"CA, ES, US"
Rob the Mob,movie,"Biography, Crime, Drama",2014.0,6.3,12005.0,"CA, ES, IE, IN, US"
Little Accidents,movie,Drama,2014.0,5.8,3897.0,"BE, BF, CD, CH, CI, ES, FR, GF, MC, MG, ML, NE, NL, PF, SN"
The Voices,movie,"Comedy, Crime, Horror",2014.0,6.3,64312.0,"AD, AR, AU, BO, BZ, CL, CO, CR, DO, EC, ES, GT, HN, IN, IT, MX, NI, NZ, PA, PE, PY, SM, SV, UY, VA, VE"
God's Pocket,movie,"Crime, Drama",2014.0,6.1,12701.0,"ES, JP"
The Captive,movie,"Crime, Drama, Mystery",2014.0,5.9,36401.0,"AR, BO, BR, CL, CO, CR, DO, EC, ES, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Essex Boys: Retribution,movie,Crime,2013.0,4.3,931.0,"AT, BE, CH, DE, ES, FR, GB, GG, IE, IT, NL, PL, SE, US"
La mala verdad,movie,Drama,2011.0,7.4,63.0,ES
Yves Saint Laurent,movie,"Biography, Drama",2014.0,6.2,13255.0,"AR, BO, BZ, CL, CO, CR, DO, EC, ES, GT, HN, IT, NI, PA, PE, PY, SM, SV, US, UY, VA, VE"
Kill the Messenger,movie,"Biography, Crime, Drama",2014.0,6.9,49254.0,"AD, CA, ES"
Skateboard,movie,"Documentary, Sport",2013.0,7.5,20.0,"AR, BO, CL, CO, CR, DO, EC, ES, GT, HN, NI, PA, PE, PY, SV, UY, VE"
Master of the Universe,movie,Documentary,2013.0,7.1,1212.0,ES
What We Do in the Shadows,movie,"Comedy, Horror",2014.0,7.6,205331.0,ES
All Tied Up,movie,"Comedy, Crime",1993.0,4.5,540.0,"DK, ES, US"
El nino,movie,"Adventure, Crime, Drama",2014.0,6.4,6593.0,ES
Bajo un manto de estrellas,movie,"Drama, History",2014.0,6.4,87.0,"ES, GB, GG, IE"
"Papita, maní, tostón",movie,"Comedy, Drama, Romance",2013.0,6.4,1022.0,"ES, IE"
Deep Purple: Perfect Strangers Live,movie,Music,2013.0,8.0,47.0,"AG, AO, AT, AU, BB, BE, BF, BG, BM, BS, BZ, CA, CD, CH, CI, CM, CY, CZ, DE, DK, ES, FI, FR, GB, GF, GG, GH, GI, GR, GY, HR, HU, IE, IT, JM, KE, LC, LI, LT, MC, MD, MG, ML, MW, NE, NG, NL, NO, NZ, PF, PG, PH, PL, PT, RO, SE, SK, SM, SN, TC, TT, UG, VA, ZA"
Krampus: The Christmas Devil,movie,"Action, Horror, Thriller",2013.0,1.6,2049.0,ES
If I Stay,movie,"Drama, Fantasy, Music",2014.0,6.7,129340.0,"AD, AG, AL, AR, BA, BB, BG, BO, BR, BZ, CI, CL, CO, CR, CU, CZ, DK, DO, EC, EE, ES, FI, GH, GT, GY, HN, HR, HU, IN, JM, KE, LC, LT, LV, MD, MK, MX, MZ, NE, NG, NI, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UG, UY, VE, ZA, ZM"
Avalanche Sharks,movie,"Action, Adventure, Comedy",2014.0,2.3,2609.0,"BE, CH, ES, FR, GF, PF, US"
The Virginian,movie,Western,2014.0,4.7,537.0,"ES, GB, GG"
The Duke of Burgundy,movie,"Drama, Romance",2014.0,6.5,14648.0,"ES, FI, NO, SE"
Rich Hill,movie,"Biography, Documentary, Drama",2014.0,7.2,2523.0,"AO, AR, AU, BE, BF, BM, BO, BZ, CD, CH, CI, CO, CR, DO, EC, ES, FR, GF, GI, HN, IT, LC, MC, MG, ML, MZ, NE, NI, NZ, PA, PE, PF, PG, PH, PY, SM, SN, SV, TC, UY, VA, VE"
The Night Crew,movie,"Action, Horror, Thriller",2015.0,4.2,1513.0,"AR, BE, BO, CL, CO, CR, DO, EC, ES, FR, GT, HN, MX, NI, PA, PE, PY, US, UY, VE"
Hasee Toh Phasee,movie,"Comedy, Romance",2014.0,6.8,16709.0,"AD, AE, AG, AL, AR, AU, BA, BB, BE, BH, BM, BO, BR, BS, CA, CH, CI, CL, CO, CR, CU, DK, DO, DZ, EC, EG, ES, FI, GB, GF, GG, GH, GI, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MK, MX, MY, MZ, NE, NG, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PS, PY, QA, RS, SA, SE, SG, SM, SN, SV, TC, TH, TN, TR, TT, TW, UG, US, UY, VA, VE, YE, ZA, ZM"
Reach Me,movie,"Comedy, Crime, Drama",2014.0,4.9,3368.0,"AR, BM, BO, BR, BS, CA, CL, CO, CR, DE, DO, EC, ES, GT, HN, IT, JP, MX, PA, PE, PY, SM, SV, US, UY, VA, VE"
Pressure,movie,"Drama, Thriller",2015.0,5.6,6224.0,"ES, FR, JP, MC"
'71,movie,"Action, Crime, Drama",2014.0,7.2,62165.0,ES
The Satellite Girl and Milk Cow,movie,"Animation, Comedy, Family",2014.0,5.8,485.0,ES
While We're Young,movie,"Comedy, Drama, Mystery",2014.0,6.3,54396.0,"AR, AU, BO, CL, CO, CR, DO, EC, ES, GB, GG, GT, HN, IT, NI, NZ, PA, PE, PY, SM, SV, UY, VA, VE"
German Angst,movie,"Drama, Fantasy, Horror",2015.0,5.3,2122.0,ES
Black or White,movie,Drama,2014.0,6.6,14103.0,"CA, ES, GB, GG"
La cueva,movie,"Horror, Thriller",2014.0,5.7,2607.0,"AT, CH, DE, ES"
Crows Explode,movie,"Action, Crime",2014.0,5.7,1716.0,ES
Hector and the Search for Happiness,movie,"Adventure, Comedy, Drama",2014.0,6.9,50978.0,"AR, BO, BR, CH, CL, CO, CR, DO, EC, ES, FR, GF, GT, HN, MX, PA, PE, PF, PY, SV, US, UY, VE"
The November Man,movie,"Action, Adventure, Crime",2014.0,6.3,71424.0,"AD, AR, AT, BO, BZ, CH, CL, CO, CR, DE, DO, EC, ES, GT, HN, MX, NI, PA, PE, PY, SV, US, UY, VE"
A Man of Principle,movie,Drama,1984.0,7.3,593.0,"AR, BO, CL, CO, CR, DO, EC, ES, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Kënu,movie,Drama,2011.0,4.2,15.0,ES
Carlos Against the World,movie,"Comedy, Crime, Drama",2002.0,6.5,94.0,ES
Goodbye from the Heart,movie,"Comedy, Drama",2000.0,5.1,148.0,"AR, BO, BZ, CL, CO, CR, DO, EC, ES, GT, HN, NI, PA, PE, PY, SV, UY, VE"
Como todas las mañanas,movie,Comedy,2013.0,4.7,137.0,"AR, BO, BZ, CL, CO, CR, DO, EC, ES, GT, HN, NI, PA, PE, PY, SV, UY, VE"
El embrujo del Sur,movie,Animation,2003.0,6.4,34.0,ES
Rosamunde Pilcher: Lass es Liebe sein,movie,Drama,2009.0,6.4272379260608465,32874.0014507327,"AD, ES"
Gezeiten der Liebe,movie,"Drama, Romance",2009.0,4.9,35.0,"AD, ES"
Die falsche Nonne,movie,"Drama, Romance",2012.0,5.4,41.0,"AD, ES"
A Monster Calls,movie,"Adventure, Drama, Family",2016.0,7.4,95436.0,"CU, ES, GB, GG, GY, NI, US"
Every Secret Thing,movie,"Crime, Drama, Mystery",2014.0,6.1,9591.0,"AR, BO, CL, CO, CR, DO, EC, ES, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Wohin du auch gehst,movie,"Drama, Romance",2010.0,5.2,36.0,"AD, ES"
Carol,movie,"Drama, Romance",2015.0,7.3,145707.0,"BR, ES"
Worms,movie,"Adventure, Animation, Family",2013.0,4.8,229.0,ES
The Value of Time,movie,Drama,2013.0,5.9,33.0,ES
María Montez: The Movie,movie,Drama,2014.0,5.6,111.0,"AT, DE, ES, GB, GG, IE, US"
Locas y Atrapadas,movie,"Comedy, Drama",2014.0,4.6,173.0,"AG, AO, AR, BB, BE, BF, BO, BS, CD, CH, CI, CL, CM, CO, CR, DO, EC, ES, FR, GF, GH, GT, GY, HN, JM, KE, LI, MC, MD, MG, ML, MW, MZ, NE, NG, NI, PA, PE, PF, PT, PY, RO, SN, SV, TT, UG, US, UY, VE"
Frontera,movie,"Drama, Thriller, Western",2014.0,6.6,8585.0,"AR, BO, BZ, CL, CO, CR, DO, EC, ES, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
ärtico,movie,Drama,2014.0,5.6,123.0,ES
Killer Mermaid,movie,"Drama, Fantasy, Horror",2014.0,4.1,3303.0,"AG, AT, BB, BM, BS, BZ, CM, DE, ES, GH, GY, JM, KE, LC, MW, NG, TC, TT, UG, US, ZA"
Fair Wind to Java,movie,"Action, Adventure, Drama",1953.0,5.8,420.0,ES
El tesoro,movie,Adventure,2008.0,4.7,48.0,"AR, BO, BZ, CL, CO, CR, DO, EC, ES, GT, HN, NI, PA, PE, PY, SV, UY, VE"
Tú y yo,movie,"Music, Romance",2014.0,4.6,176.0,ES
Les yeux jaunes des crocodiles,movie,Drama,2014.0,6.3,1560.0,ES
Apprehension,movie,Drama,1982.0,7.1,84.0,"ES, IE, NG, ZA"
Bermuda Tentacles,movie,"Action, Adventure, Comedy",2014.0,3.1,3053.0,"AR, AT, AU, BF, BO, BZ, CA, CD, CH, CI, CL, CO, CR, DE, DK, DO, EC, ES, FI, GT, HN, IS, IT, MC, MG, ML, MX, NE, NI, NO, PA, PE, PY, SE, SM, SN, SV, UY, VA, VE"
Tierra del Fuego,movie,Drama,2000.0,5.2,188.0,"ES, IT, SM, VA"
Match,movie,"Comedy, Drama",2014.0,6.7,2626.0,"AT, BE, CH, DE, ES, IT, LI, NL, SM, VA"
Garnet's Gold,movie,"Adventure, Documentary, Drama",2014.0,6.7,444.0,"AR, BO, CL, CO, CR, DO, EC, ES, GB, GG, GT, HN, IE, NI, PA, PE, PY, SV, US, UY, VE"
Good People,movie,"Action, Adventure, Crime",2014.0,5.5,17514.0,"AR, BO, BR, CA, CL, CO, CR, DO, EC, ES, GT, HN, IT, MX, NI, PA, PE, PY, SM, SV, US, UY, VA, VE"
Serial Bad Weddings,movie,Comedy,2014.0,7.0,46281.0,"AD, ES"
Babysitting,movie,Comedy,2014.0,6.7,12459.0,"ES, IT, SM, VA"
Miss Sixty,movie,"Comedy, Romance",2014.0,5.4,274.0,"AU, BM, BZ, CM, ES, GH, GI, GY, IE, KE, LC, MW, NG, NZ, PG, PH, TC, UG, ZA"
"Pettson and Findus: A Little Nuisance, a Great Friendship",movie,"Animation, Comedy, Family",2014.0,5.4,432.0,"AT, DE, ES"
Wolfcop,movie,"Comedy, Horror",2014.0,5.6,7768.0,"AG, BB, BE, BF, BM, BS, BZ, CA, CD, CH, CI, CM, ES, GF, GH, GI, GY, JM, KE, LC, MC, MG, ML, MW, NE, NG, NO, PF, PG, SN, TC, TT, UG, ZA"
The Hollow Point,movie,"Adventure, Crime, Drama",2016.0,5.4,6318.0,"AU, BE, ES, GB, GG, GI, IE, IT, MT, NL, NZ, SM, VA"
Die Mütter-Mafia,movie,Family,2014.0,5.8,88.0,"AD, ES"
Black Litter,movie,"Crime, Drama",1977.0,5.6,130.0,ES
The Anderssons Hit the Road,movie,"Comedy, Family",2013.0,3.8,1449.0,"DK, ES, FI, NO, SE"
Ein Sommer in Ungarn,movie,Romance,2014.0,5.2,53.0,"AD, ES"
Off Course,movie,Comedy,2015.0,5.8,5577.0,"AD, ES"
The Canal,movie,"Drama, Horror, Mystery",2014.0,5.8,15077.0,"BE, BZ, CH, ES, FR, GB, GG, IT, JP, NI"
No Tears for the Dead,movie,"Action, Crime, Drama",2014.0,6.7,7394.0,"ES, US"
Scruff and the Legend of Saint George,movie,Animation,2009.0,6.8,9.0,ES
A Girl at My Door,movie,Drama,2014.0,6.9,3289.0,ES
The Salvation,movie,"Action, Drama, Thriller",2014.0,6.7,44068.0,"DK, ES, FI, IT, NO, SE, SM, VA"
The Gunman,movie,"Action, Crime, Mystery",2015.0,5.8,43891.0,"AD, AR, BO, BZ, CL, CO, CR, DO, EC, ES, GB, GG, GT, HN, MX, NI, PA, PE, PY, SV, US, UY, VE"
Suriname,movie,"Crime, Drama",2020.0,4.7,234.0,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, ES, FR, GB, GG, GT, HN, IE, IT, MX, NZ, PA, PE, PT, PY, SM, SV, US, UY, VA, VE"
Yo quiero a Eva,movie,Comedy,2012.0,4.302681548119764,-51968.85063309745,"BZ, ES, NI"
Cambio de ruta,movie,"Comedy, Romance",2014.0,5.7,464.0,ES
The Standard,movie,"Action, Romance, War",1977.0,5.9,85.0,ES
Available: A Modern Day Fairy Tale,movie,"Comedy, Drama, Romance",2013.0,5.6,62.0,"AG, AR, AU, BB, BM, BO, BS, BZ, CA, CL, CM, CO, CR, DO, EC, ES, FJ, GH, GI, GT, GY, HN, IE, JM, KE, LC, MW, NG, NI, NZ, PA, PE, PG, PY, SV, TC, TT, UG, US, UY, VE"
Elsa & Fred,movie,"Comedy, Drama, Romance",2014.0,6.5,3815.0,"BM, ES, GB, GG, IE, US"
Life for Life: Maximilian Kolbe,movie,"Biography, Drama",1991.0,6.4,418.0,ES
Doctors of the Dark Side,movie,"Crime, Documentary, News",2011.0,7.0,126.0,"AG, AO, AR, AU, BB, BE, BF, BM, BO, BS, BZ, CD, CH, CI, CL, CM, CO, CR, DK, DO, EC, ES, FI, FJ, FR, GF, GH, GI, GT, GY, HN, IS, IT, JM, KE, LC, LI, MC, MG, ML, MW, MZ, NE, NG, NI, NO, NZ, PA, PE, PF, PG, PY, SE, SM, SN, SV, TC, TT, UG, UY, VA, VE, ZA"
Pacific Rim: Uprising,movie,"Action, Adventure, Sci-Fi",2018.0,5.6,130839.0,"AE, AL, BA, BE, BG, BH, BR, CA, CI, CZ, DZ, EE, EG, ES, GH, GR, HR, HU, IL, IN, IQ, IT, JO, JP, KE, KR, KW, LB, LT, LV, LY, MA, MC, MD, MK, MT, MZ, NE, NG, NL, NZ, OM, PL, PS, QA, RO, RS, SA, SI, SK, TN, TR, UG, YE, ZA, ZM"
Weeping for a Bandit,movie,"Drama, History, Western",1964.0,5.8,220.0,"AT, DE, ES"
"Fiz, puro maratón",movie,Documentary,2013.0,4.193577148073375,-100266.55281806907,"AG, AR, BB, BM, BO, BS, BZ, CL, CO, CR, DO, EC, ES, GH, GI, GT, HN, IE, JM, KE, LC, NG, NI, PA, PE, PY, SV, TC, TT, UG, UY, VE"
Gett,movie,Drama,2014.0,7.7,6978.0,"ES, US"
Secreto de Confesión,movie,"Crime, Drama, Thriller",2013.0,5.3,60.0,ES
Industria Argentina,movie,Drama,2011.0,6.9,54.0,ES
La cola,movie,Comedy,2012.0,6.1,23.0,ES
Kückückskind,movie,Comedy,2014.0,5.0,107.0,ES
Kill the Habit,movie,Comedy,2010.0,5.8,228.0,"AG, AR, BB, BE, BF, BM, BO, BS, BZ, CD, CH, CI, CL, CM, CO, CR, DO, EC, ES, GF, GH, GI, GT, GY, HN, JM, KE, LC, MC, MG, ML, MW, NE, NG, NI, NZ, PA, PE, PF, PG, PY, SN, SV, TC, TT, UG, UY, VE, ZA"
Blood Lake: Attack of the Killer Lampreys,movie,"Action, Comedy, Horror",2014.0,3.6,1996.0,ES
Falcon Rising,movie,"Action, Adventure",2014.0,5.8,9478.0,"AG, AU, BB, BM, BS, BZ, ES, GB, GG, GI, GY, IE, JM, LC, NZ, PG, PH, TC, TT, US"
Penguins of Madagascar,movie,"Action, Adventure, Animation",2014.0,6.6,106125.0,"AE, AG, AL, AR, AU, BA, BB, BE, BG, BH, BM, BO, BR, BS, BZ, CA, CI, CL, CO, CR, CZ, DK, DO, DZ, EC, EE, EG, ES, FI, GB, GF, GG, GH, GR, GT, GY, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LT, LV, LY, MA, MD, MK, MT, MX, MY, MZ, NE, NG, NI, NO, NZ, OM, PA, PE, PG, PH, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SV, TC, TD, TH, TN, TR, TT, TW, UG, UY, VE, YE, ZA, ZM"
Neuroworld,movie,"Comedy, Thriller",2014.0,4.9,43.0,"BZ, ES, NI"
Oxalá,movie,Drama,1980.0,6.3,36.0,"BE, CH, ES, FR, GF, IE, IT, PF, PT, SM, VA"
The Great Museum,movie,Documentary,2014.0,6.5,435.0,"ES, IT, JP, SM, VA"
Trainwreck,movie,"Comedy, Drama, Romance",2015.0,6.2,144326.0,"CA, CI, EE, ES, GH, KE, LT, LV, MZ, NE, NG, UG, ZA, ZM"
The Program,movie,"Biography, Drama, Sport",2015.0,6.5,19783.0,"AD, AT, CA, DE, ES, FR, GB, GF, GG, GI, IE, IN, MC, PF, US"
Black Rose,movie,"Action, Crime, Drama",2014.0,2.8,2692.0,"DK, ES, FI, JP, NO"
Noche de vino tinto,movie,Drama,1967.0,6.2,230.0,"AU, BB, BM, BS, BZ, CA, CM, ES, GB, GG, GH, GI, GY, IE, JM, KE, LC, MW, NG, NI, NZ, PG, PH, TC, TT, UG, US, ZA"
Make Your Life a Masterpiece in Progress,movie,Comedy,2014.0,4.5,43.0,"DK, ES, FI, GB, GG, IE, IS, NO, SE"
Palm Trees in the Snow,movie,"Drama, Romance",2015.0,7.3,12707.0,"AD, ES"
The Fourth World,movie,"Adventure, Documentary, History",2011.0,7.0,73.0,"AO, AR, AU, BO, CH, CL, CO, CR, DO, EC, ES, GT, HN, IT, LI, MZ, NI, PA, PE, PY, SM, SV, UY, VA, VE"
Axel: The Biggest Little Hero,movie,"Adventure, Animation, Comedy",2013.0,4.4,158.0,"ES, PG"
Dastaan,movie,"Comedy, Drama, Thriller",1972.0,6.7,178.0,"ES, GB, GG, IE, IN, NO, PL, PT, SE"
Speed of Glory,movie,"Action, Drama, Family",2010.0,5.2,75.0,"AG, AR, BB, BM, BO, BR, BS, BZ, CL, CO, CR, CU, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Age of Tomorrow,movie,"Action, Sci-Fi, Thriller",2014.0,2.1,2564.0,"BE, BF, CA, CD, CH, CI, DK, ES, FI, GF, IS, MC, MG, ML, NE, NO, PF, SE, SN"
Maker,movie,"Documentary, News",2014.0,7.1,21.0,"ES, GB, GG, IE, IT, PT, SM, VA"
What We Did on Our Holiday,movie,"Comedy, Drama",2014.0,6.9,25224.0,"BE, BF, CD, CH, CI, DK, ES, FI, FR, GF, IT, JP, MC, MG, ML, NE, NL, NO, PF, SE, SM, SN, US, VA"
Sunset Song,movie,Drama,2015.0,6.4,4114.0,ES
Seve: The Movie,movie,"Biography, Drama, History",2014.0,7.2,966.0,"AD, ES, IT, SM, US, VA"
The Identical,movie,"Drama, Music",2014.0,5.3,3049.0,"CA, ES, US"
The Lego Movie 2: The Second Part,movie,"Adventure, Animation, Comedy",2019.0,6.5,79442.0,"AD, BZ, ES, FR, GB, GF, GG, GI, GY, IE, IN, MC, NI, PF"
Justi&Cia,movie,"Comedy, Drama",2014.0,5.3,220.0,ES
The Admiral: Roaring Currents,movie,"Action, History, War",2014.0,7.1,13474.0,"AT, CH, DE, ES, JP"
I'll Give a Million,movie,"Comedy, Romance",1935.0,6.8,268.0,"AU, BE, BF, CA, CH, ES, FR, GF, IE, IT, KE, MC, ML, NE, SM, VA"
Pudsey the Dog: The Movie,movie,"Comedy, Family",2014.0,2.6,907.0,"AR, BO, BZ, CL, CO, CR, DO, EC, ES, GT, HN, IE, MX, NI, PA, PE, PY, SV, UY, VE"
Before We Go,movie,"Comedy, Drama, Romance",2014.0,6.8,65556.0,"DK, ES, FI, NO, SE, US"
White Collar Hooligan 3,movie,Crime,2014.0,4.0,473.0,"AT, BE, DE, ES, FR, GB, GG, IE, IT, NL, PL, SE, US"
Evangelion: 3.0+1.01 Thrice Upon a Time,movie,"Action, Animation, Drama",2021.0,8.0,15324.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, DE, DK, DO, DZ, EC, EG, ES, FI, FR, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PS, PT, PY, QA, RS, SA, SE, SG, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
Barney Thomson,movie,"Comedy, Crime",2015.0,6.2,6706.0,"ES, FR, GB, GG"
ZZ Top: Live at Montreux 2013,movie,Music,2014.0,7.3,67.0,"AG, AO, AT, AU, BB, BE, BF, BG, BM, BS, BZ, CA, CD, CH, CI, CM, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GF, GG, GH, GI, GR, GY, HR, HU, IE, IS, IT, JM, KE, LC, LI, LT, MC, MG, ML, MW, NE, NG, NL, NO, NZ, PF, PH, PL, PT, SE, SI, SK, SM, SN, TC, TT, UG, US, VA, ZA"
The Keeping Room,movie,"Drama, Western",2014.0,6.0,7707.0,"ES, US"
Beyond the Reach,movie,"Action, Adventure, Thriller",2014.0,5.6,11279.0,"CA, ES, US"
Time Out of Mind,movie,Drama,2014.0,5.7,4591.0,"AT, DE, ES, GB, GG, JP"
Goodnight Mommy,movie,"Horror, Mystery, Thriller",2014.0,6.7,61476.0,"ES, IE, US"
Shrew's Nest,movie,"Drama, Horror, Thriller",2014.0,6.7,7924.0,ES
Frozen Memories,movie,"Crime, Drama, Thriller",2006.0,5.2,168.0,"AR, AT, BO, BR, CH, CL, CO, CR, DE, DO, EC, ES, GB, GG, GT, HN, MX, NL, PA, PE, PL, PY, SV, US, UY, VE"
Operation Arctic,movie,"Adventure, Family",2014.0,6.0,1175.0,"AT, DE, ES, IT, SM, VA"
Right to Die,movie,Drama,1987.0,6.9,111.0,ES
Escapes,movie,"Adventure, Comedy, Drama",2014.0,7.7,35.0,ES
Reclaim,movie,"Action, Adventure, Crime",2014.0,5.2,6775.0,"CA, ES, GB, GG, IE, JP"
Maggie,movie,"Drama, Horror, Sci-Fi",2015.0,5.6,47375.0,"AR, BO, BZ, CA, CL, CO, CR, DO, EC, ES, GT, HN, IE, IT, MX, NI, PA, PE, PY, SM, SV, US, UY, VA, VE"
The Grump,movie,"Comedy, Drama",2014.0,6.7,3025.0,"AT, DE, ES"
Mirage,movie,"Drama, Western",2014.0,5.4,550.0,"AR, AU, BE, BO, BR, CA, CH, CL, CO, CR, DO, EC, ES, FR, GG, GT, HN, IE, MX, NI, NL, NZ, PA, PE, PT, PY, SV, US, UY, VE"
Fear Clinic,movie,Horror,2014.0,4.2,4579.0,"CH, ES, LI"
The Sound and the Fury,movie,Drama,2014.0,4.9,1302.0,"AO, AR, BM, BO, BZ, CL, CO, CR, DO, EC, ES, GI, GT, HN, IS, LC, MZ, NI, PA, PE, PH, PY, SV, TC, UY, VE"
"Inheritance, Italian Style",movie,"Comedy, Drama, Family",2014.0,5.0,67.0,"AG, AR, AU, BB, BM, BO, BS, BZ, CL, CM, CO, CR, DO, EC, ES, GH, GI, GT, GY, HN, IE, JM, KE, LC, MW, NG, NI, NZ, PA, PE, PG, PY, SV, TC, TT, UG, UY, VE"
Sleeping with Other People,movie,"Comedy, Drama, Romance",2015.0,6.5,49261.0,"AD, AR, BO, BZ, CA, CL, CO, CR, DK, DO, EC, ES, FI, FR, GF, GT, HN, MX, NI, NO, PA, PE, PF, PY, SE, SV, UY, VE"
Freedom,movie,"Drama, Music",2014.0,6.2,2245.0,ES
Team Hot Wheels: The Origin of Awesome!,movie,"Adventure, Animation, Family",2014.0,5.3,230.0,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, ES, GT, HN, MX, NI, NZ, PA, PE, PY, SV, US, UY, VE"
Lady Bloodfight,movie,"Action, Crime, Drama",2016.0,5.6,3390.0,"AT, DE, ES, GB, GG, GH, KE, NG, UG, US, ZA"
The Day That Shook the World,movie,"Drama, History",1975.0,6.1,375.0,"AR, BO, BZ, CL, CO, CR, DO, EC, ES, GB, GG, GT, HN, NI, PA, PE, PY, SV, US, UY, VE"
Hellmouth,movie,Horror,2014.0,5.2,535.0,ES
The Dreamlife of David L,movie,"Comedy, Drama",2014.0,6.7,67.0,"BE, ES, FR, IT"
Department Store,movie,"Comedy, Drama, Romance",1939.0,6.6,227.0,"AU, BE, BF, CA, CH, ES, FR, GF, IE, IT, MC, PF, SM, VA"
Duel in the Jungle,movie,Adventure,1954.0,5.8,358.0,ES
Miss You Already,movie,"Comedy, Drama, Romance",2015.0,6.8,20163.0,"CA, ES, GB, GG, US"
Unlocked,movie,"Action, Thriller",2017.0,6.3,39460.0,"AD, CA, ES"
Field of Lost Shoes,movie,"Action, Drama, War",2015.0,5.7,2207.0,"CA, ES, US"
The Snow Queen 2,movie,"Adventure, Animation, Comedy",2014.0,5.8,2547.0,"BR, ES, GB, GG, IE, US"
"Zorro, Rider of Vengeance",movie,"Comedy, Western",1971.0,4.8,49.0,ES
King Leopold's Ghost,movie,Documentary,2006.0,7.5,405.0,"AG, AO, AR, AU, BB, BE, BF, BO, BS, CA, CD, CH, CI, CL, CM, CO, CR, DO, EC, ES, FR, GF, GH, GT, GY, HN, JM, KE, LI, MC, MG, ML, MW, MZ, NE, NG, NI, PA, PE, PF, PY, SN, SV, TT, UG, UY, VE, ZA"
Two 4 One,movie,"Comedy, Drama",2014.0,5.7,141.0,"AT, AU, CA, CH, DE, ES, FR, GF, JP, MC, PF, US"
La furia de Mackenzie,movie,Thriller,2009.0,5.7,33.0,ES
Warsaw 44,movie,"Drama, History, Romance",2014.0,6.6,6903.0,"ES, GB, GG, NL"
Mike Case in: The Big Kiss Off,movie,Comedy,2013.0,4.9,1019.0,"AU, BM, BZ, CA, CM, ES, GH, GI, GY, KE, LC, MW, NG, NI, NZ, PG, TC, UG, US"
Dummie the Mummy and the Golden Scarabee,movie,"Adventure, Comedy, Family",2014.0,5.9,373.0,"BE, BF, CD, CH, CI, ES, FR, GF, IT, MC, MG, ML, NE, PF, SM, SN, VA"
Misfire,movie,Action,2014.0,3.1,836.0,ES
