title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes,availableCountries
Bram Stoker's Van Helsing,movie,Horror,2021.0,3.1,724.0,"AT, DE, DK, ES, FI, FR, GB, GG, IE, NO, SE, US"
Diagnosing Healthcare,movie,Documentary,2020.0,6.2,42.0,"AG, AO, AR, AU, BB, BE, BF, BM, BO, BR, BS, BZ, CD, CH, CI, CL, CM, CO, CR, CZ, DO, EC, ES, FR, GF, GH, GI, GT, GY, HN, IE, JM, KE, LC, LI, MC, MG, ML, MW, MX, MZ, NE, NG, NI, NL, PA, PE, PF, PG, PL, PT, PY, SN, SV, TC, TT, UG, UY, VE"
Armageddon Tales,movie,"Action, Sci-Fi",2021.0,3.4,381.0,ES
The chemo playing flies by,movie,Documentary,2021.0,5.402352965598349,-49547.296477417076,"BZ, ES, NI"
Settlers,movie,"Drama, Sci-Fi, Thriller",2021.0,4.8,6402.0,"AD, AT, AU, CH, DE, ES, GB, GG, GH, IE, JP, KE, NG, NZ, UG, ZA"
The Man on the Other Side,movie,"Drama, Thriller",2019.0,4.7,309.0,"AT, BE, DE, ES, FR, GB, GG, IT, NL, SE, US"
Get Gone,movie,"Crime, Drama",2021.0,5.0,153.0,"ES, GB, GG"
Safer at Home,movie,"Crime, Drama, Horror",2021.0,3.8,4008.0,"AD, AG, AR, BB, BE, BM, BO, BR, BS, BZ, CA, CH, CL, CO, CR, CU, DO, EC, ES, FR, GB, GF, GG, GT, GY, HN, IE, JM, LC, MC, MX, NI, NL, PA, PE, PF, PY, SV, TC, TT, UY, VE"
He Who Lives in Hidden Lakes,movie,"Adventure, Fantasy, Mystery",2021.0,6.4,38.0,"AU, BE, BM, CA, CH, CI, ES, FR, GB, GF, GG, GH, GI, IE, KE, LC, MC, NE, NG, NZ, PF, SN, TC, UG, US"
Bastille: Reorchestrated,movie,"Documentary, Music",2021.0,7.9,119.0,"AG, AO, AR, AT, AU, BB, BE, BF, BG, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CY, CZ, DE, DK, DO, EC, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, GY, HN, IE, IT, JM, JP, KE, LC, LI, LT, MC, MD, MG, ML, MW, MX, MZ, NE, NG, NI, NL, NO, NZ, PA, PE, PF, PG, PH, PT, PY, RO, SE, SK, SM, SN, SV, TC, TT, UG, US, UY, VA, VE, ZA"
Deadly Cuts,movie,Comedy,2021.0,5.9,1416.0,"ES, GB, GG"
Koi Jaane Na,movie,Thriller,2021.0,3.6,1211.0,"AD, AE, AG, AL, AO, AR, AU, BA, BB, BE, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CU, DK, DO, DZ, EC, EG, ES, FI, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PT, PY, QA, RS, SA, SE, SG, SM, SN, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
The Undamaged,movie,Documentary,2018.0,8.2,43.0,"AT, BE, CH, DE, ES, FR, GF, IT, PF, SM, VA"
Tonight with Arlo Parks,movie,"Documentary, Music",2021.0,6.528062460757085,96311.22753391032,"AG, AO, AT, AU, BB, BE, BF, BM, BS, BZ, CD, CH, CI, CM, DE, ES, FR, GF, GH, GI, GY, JM, JP, KE, LC, LI, MC, MG, ML, MW, MZ, NE, NG, NZ, PF, PG, PH, SN, TC, TT, UG, US, ZA"
Wild Window: Bejeweled Fishes,movie,Documentary,2016.0,7.7,63.0,"AR, AT, BE, BF, BO, CD, CH, CI, CL, CO, CR, DE, DO, EC, ES, FR, GF, GT, HN, IT, JP, LI, MC, MG, ML, MX, NE, NI, PA, PE, PF, PL, PY, SM, SN, SV, US, UY, VA, VE"
Koko,movie,"Comedy, Drama, Romance",2021.0,5.1,258.0,"AG, AR, AU, BB, BM, BO, BS, BZ, CL, CM, CO, CR, DO, EC, ES, GH, GI, GT, GY, HN, JM, KE, LC, MW, NG, NI, NZ, PA, PE, PG, PY, SV, TC, TT, UG, UY, VE, ZA"
Catherine Called Birdy,movie,Adventure,2022.0,6.6,8718.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BG, BH, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, GY, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, MG, MK, ML, MT, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
The Grand Bolero,movie,"Drama, Romance, Thriller",2021.0,5.4,146.0,"BE, ES, FR, GB, GG, IE, NL, PL, SE"
Money Fight,movie,"Action, Comedy, Drama",2021.0,4.3,447.0,"BE, CH, DK, ES, FR, GB, GF, GG, IE, IT, PF, PT, SM, VA"
Quo Vadis 2020,movie,Documentary,2020.0,9.6,8.0,"ES, GB, GG, IT"
The Spine of Night,movie,"Action, Adventure, Animation",2021.0,6.4,3042.0,ES
One Cut Two Cut,movie,Comedy,2022.0,4.6,561.0,"AD, AE, AG, AL, AO, AR, AU, BA, BB, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CI, CL, CM, CO, CR, CU, DO, DZ, EC, EG, ES, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PY, QA, RS, SA, SG, SM, SN, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
Nizhal,movie,"Drama, Mystery, Thriller",2021.0,6.3,2983.0,"AD, AE, AG, AL, AO, AR, AU, BA, BB, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CI, CL, CM, CO, CR, CU, DO, DZ, EC, EG, ES, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PY, QA, RS, SA, SG, SM, SN, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
I'm Your Man,movie,"Comedy, Drama, Romance",2021.0,7.0,13438.0,"AD, AG, AR, BB, BM, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GF, GT, GY, HN, JM, JP, LC, MX, NI, PA, PE, PL, PY, SV, TC, TT, UY, VE"
Sarpatta Parambarai,movie,"Action, Drama, Sport",2021.0,8.5,26317.0,"AD, AE, AG, AL, AO, AR, AU, BA, BB, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CI, CL, CM, CO, CR, CU, DO, DZ, EC, EG, ES, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PY, QA, RS, SA, SG, SM, SN, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
Boonie Bears: The Wild Life,movie,Animation,2020.0,4.6,248.0,"AT, DE, ES, GB, GG, US"
Madres,movie,Horror,2021.0,4.9,1884.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BG, BH, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CU, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, GY, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, MG, MK, ML, MT, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
Fantasma vuelve al pueblo,movie,"Comedy, Drama",2021.0,3.5314294379111297,112876.47331610059,"BE, ES, FR, GB, GG, IT, NL, SE"
Thankam,movie,"Crime, Drama",2023.0,7.1,3823.0,"AD, AE, AG, AL, AR, AU, BA, BB, BH, BM, BO, BR, BS, CA, CI, CL, CO, CR, DO, DZ, EC, EG, ES, GB, GF, GG, GH, GI, GT, HK, HN, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MK, MX, MY, MZ, NE, NG, NZ, OM, PA, PE, PF, PH, PK, PS, PY, QA, RS, SA, SG, SM, SV, TC, TH, TN, TT, TW, UG, US, UY, VA, VE, YE, ZA, ZM"
Con quién viajas,movie,Comedy,2021.0,5.9,663.0,ES
Assault on VA-33,movie,"Action, Thriller",2021.0,4.3,1011.0,"AU, BE, CH, ES, FR, GB, GG, GH, IE, KE, NG, NZ, UG, ZA, ZM"
A cold morning (Una mañana fría),movie,Documentary,2020.0,6.4,15.0,"AR, BO, BZ, CL, CO, CR, DO, EC, ES, GT, HN, NI, PA, PE, PY, SV, UY, VE"
Beau Is Afraid,movie,"Comedy, Drama, Horror",2023.0,6.7,67259.0,"AD, AG, AR, BB, BM, BO, BS, CI, CL, CO, CR, DK, DO, EC, ES, FI, GH, GT, HN, IN, JM, JP, KE, LC, MX, MZ, NE, NG, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UG, UY, VE, ZA, ZM"
The Marsh King's Daughter,movie,"Crime, Drama, Mystery",2023.0,5.9,13187.0,"AD, AG, AR, AT, AU, BB, BE, BM, BO, BR, BS, CA, CH, CI, CL, CO, CR, DE, DK, DO, EC, ES, FI, FR, GB, GF, GG, GH, GI, GT, HN, IE, JM, KE, LC, LI, MC, MX, MZ, NE, NG, NL, NO, NZ, PA, PE, PF, PL, PT, PY, SE, SV, TC, TT, UG, UY, VE, ZA, ZM"
Lluvia,movie,Drama,2019.0,7.2,28.0,"AR, BO, BZ, CL, CO, CR, DO, EC, ES, GT, HN, NI, PA, PE, PY, SV, UY, VE"
Your Color,movie,Drama,2019.0,5.8,214.0,"AG, AR, AT, AU, BB, BM, BO, BS, BZ, CH, CL, CM, CO, CR, DE, DO, EC, ES, GB, GG, GH, GI, GT, GY, HN, IE, JM, KE, LC, LI, MW, NG, NI, NZ, PA, PE, PG, PY, SV, TC, TT, UG, UY, VE, ZA"
Olvido y León,movie,Drama,2020.0,5.7,67.0,ES
Mentally Apart,movie,"Drama, Horror, Thriller",2020.0,3.5,138.0,"AG, BB, BE, BM, BS, CH, ES, GH, GI, IT, JM, KE, LC, LI, NG, SM, TC, TT, UG, VA, ZA"
Project Wolf Hunting,movie,"Action, Crime, Horror",2022.0,6.0,7849.0,"AT, CA, CH, DE, ES, GB, GG, IN, IT, LI, US"
Je te veux moi non plus,movie,Comedy,2021.0,3.9,373.0,"AD, AE, AL, AO, AT, AU, BA, BE, BF, BG, BH, CA, CD, CH, CI, CM, CY, DE, DZ, EE, EG, ES, FR, GB, GF, GG, GH, GI, HK, HR, ID, IE, IL, IN, IQ, IS, IT, JO, KE, KR, KW, LB, LI, LT, LV, LY, MA, MC, MD, MG, MK, ML, MT, MW, MY, MZ, NE, NG, NL, NZ, OM, PF, PG, PH, PK, PS, QA, RS, SA, SG, SI, SK, SM, SN, TD, TH, TN, TW, TZ, UG, US, VA, YE, ZA, ZM, ZW"
The Boy Who Killed My Parents,movie,"Crime, Drama, Thriller",2021.0,6.0,3317.0,"AD, AG, AL, AO, AR, AU, BA, BB, BF, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CU, DO, EC, ES, FI, GB, GF, GG, GH, GI, GT, GY, HN, IE, IN, JM, KE, LC, MC, MD, MG, MK, ML, MW, MX, MZ, NE, NG, NI, NL, NZ, PA, PE, PF, PT, PY, RS, SM, SN, SV, TC, TD, TT, TZ, UG, US, UY, VA, VE, ZA, ZM, ZW"
"I, Portrait",movie,Thriller,2021.0,3.7,208.0,"AG, AO, AR, AU, BM, BO, BZ, CA, CL, CM, CO, CR, DO, EC, ES, GH, GI, GT, GY, HN, IE, KE, LC, MD, MW, MZ, NG, NI, PA, PE, PG, PH, PL, PT, PY, RO, RS, SI, SK, SV, TC, TZ, UG, UY, VE, ZA"
Memento mori,movie,Documentary,2019.0,6.9,32.0,ES
Werewolves Within,movie,"Comedy, Horror, Mystery",2021.0,6.0,26427.0,"AD, AG, AR, BB, BM, BO, BR, BS, BZ, CL, CO, CR, CU, DO, EC, ES, GH, GT, GY, HN, JM, JP, KE, LC, MX, NG, NI, PA, PE, PT, PY, SV, TC, TT, UG, UY, VE, ZA"
Vendhu Thanindhathu Kaadu,movie,"Action, Crime, Drama",2022.0,7.3,8209.0,"AD, AE, AG, AL, AO, AR, AU, BA, BB, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CI, CL, CM, CO, CR, DO, DZ, EC, EG, ES, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PY, QA, RS, SA, SG, SM, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
¡A todo tren! Destino Asturias,movie,Comedy,2021.0,5.3,1358.0,"AD, ES, PT"
Everyone Will Burn,movie,Horror,2021.0,5.4,451.0,"AT, DE, ES"
The Jack in the Box: Awakening,movie,Horror,2022.0,4.4,1764.0,"AU, BE, CH, ES, FR, GF, MC, NZ, PF, US"
El Apostolado,movie,Drama,2020.0,5.9,20.0,ES
Saina,movie,"Biography, Drama, Sport",2021.0,4.5,4370.0,"AD, AE, AG, AL, AO, AR, AU, BA, BB, BE, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CU, DK, DO, DZ, EC, EG, ES, FI, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PY, QA, RS, SA, SE, SG, SM, SN, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
The Last Execution,movie,"Biography, Drama, History",2021.0,6.7,1382.0,ES
Good Luck Sakhi,movie,Drama,2022.0,5.3,1669.0,"AD, AE, AG, AL, AO, AR, AU, BA, BB, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CI, CL, CM, CO, CR, CU, DO, DZ, EC, EG, ES, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PY, QA, RS, SA, SG, SM, SN, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
Bingo Hell,movie,"Comedy, Horror",2021.0,4.3,2930.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BG, BH, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CU, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, GY, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, MG, MK, ML, MT, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
The People We Hate at the Wedding,movie,Comedy,2022.0,5.8,11536.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BG, BH, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, GY, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, MG, MK, ML, MT, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
Farm Days,movie,"Adventure, Comedy, Drama",2019.0,6.0,12.0,"ES, GB, GG, IE"
El hombre que embotelló el sol,movie,Documentary,2016.0,6.784208891085248,62772.03080793793,ES
The Requin,movie,"Horror, Thriller",2022.0,2.6,7042.0,"AD, ES, GB, GG, GI, IE, JP, MT"
WINE and WAR,movie,Documentary,2020.0,7.7,50.0,"AO, AU, BE, BF, BM, BZ, CA, CD, CH, CI, CM, ES, GB, GF, GG, GH, GI, GY, IE, KE, LC, MC, MG, ML, MW, MZ, NE, NG, NZ, PF, PG, TC, UG, US, ZA"
The Spirits,movie,"Drama, Fantasy, Mystery",2016.0,6.1,25.0,"AG, AR, AU, BB, BE, BF, BM, BO, BS, BZ, CD, CH, CI, CL, CM, CO, CR, CY, DO, EC, ES, FR, GF, GH, GI, GR, GT, GY, HN, IE, JM, KE, LC, MC, MG, ML, MW, NE, NG, NI, NZ, PA, PE, PF, PG, PH, PY, RS, SN, SV, TC, TT, UG, UY, VE, ZA"
"Frederica Montseny, la dona que parla",movie,Biography,2021.0,7.4,58.0,ES
Every Breath You Take,movie,"Drama, Mystery, Thriller",2021.0,5.4,7353.0,"AD, ES, FR, GF, MC, PF"
The Fabelmans,movie,Drama,2022.0,7.5,123590.0,"AD, AT, BR, DE, ES, PT"
Cocaine Bear,movie,"Comedy, Crime, Thriller",2023.0,5.9,114846.0,"AD, AT, CA, DE, ES, JP, PL, TR"
Jack N Jill,movie,"Comedy, Sci-Fi, Thriller",2022.0,1.5,1121.0,"AD, AE, AG, AL, AO, AR, AU, BA, BB, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CI, CL, CM, CO, CR, DO, DZ, EC, EG, ES, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PY, QA, RS, SA, SG, SM, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
Vanquish,movie,Thriller,2021.0,3.0,5509.0,"AU, BZ, CU, ES, FR, GB, GG, GY, IE, JP, NI, NZ"
Agnes,movie,"Drama, Horror",2021.0,3.8,1739.0,"AT, CH, DE, ES, GB, GG"
El universo de Clarita,movie,Documentary,2021.0,4.777852414648576,41697.01390952972,"BE, ES, GB, GG, IT, NL, SE"
Wild Window: Coral Kingdoms,movie,Documentary,2016.0,6.4,11.0,"AR, AT, BE, BF, BO, CD, CH, CI, CL, CO, CR, DE, DO, EC, ES, FR, GF, GT, HN, IT, JP, LI, MC, MG, ML, MX, NE, NI, PA, PE, PF, PL, PY, SM, SN, SV, UY, VA, VE"
The Ogglies,movie,"Adventure, Animation, Family",2021.0,5.1,462.0,"AR, BO, BR, CL, CO, CR, DO, EC, ES, GT, HN, MX, PA, PE, PY, SV, UY, VE"
Polyamory for Dummies,movie,"Comedy, Romance",2021.0,4.1,494.0,"AD, ES"
In the Light of the Night,movie,Mystery,2020.0,4.2,169.0,"AU, BE, BR, CA, CH, ES, FR, GG, IE, IT, NZ, PL, SM, US, VA"
"Good Night, Said Miss Bird",movie,"Horror, Mystery",2012.0,3.8,136.0,"AT, BE, CH, DE, ES, FR, GB, GF, GG, IE, PF, US"
Fukrey 3,movie,"Comedy, Crime, Drama",2023.0,5.5,24509.0,"AD, AE, AG, AL, AR, AU, BA, BB, BH, BM, BO, BR, BS, CA, CI, CL, CO, CR, DO, DZ, EC, EG, ES, GB, GF, GG, GH, GI, GT, HK, HN, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MK, MX, MY, MZ, NE, NG, NZ, OM, PA, PE, PF, PH, PK, PS, PY, QA, RS, SA, SG, SM, SV, TC, TH, TN, TR, TT, TW, UG, US, UY, VA, VE, YE, ZA, ZM"
The Son,movie,Drama,2022.0,6.5,17689.0,"AD, AG, AR, BB, BM, BO, BS, CA, CI, CL, CO, CR, DO, EC, ES, GB, GF, GG, GH, GI, GT, HN, IE, JM, KE, LC, MX, MZ, NE, NG, NL, PA, PE, PY, SV, TC, TT, UG, UY, VE, ZA, ZM"
Morat: Balas Perdidas,movie,Music,2021.0,8.0,44.0,"AO, BF, BZ, CD, CM, CU, ES, GY, MG, ML, MW, NI, SN, TD, TZ, ZW"
Dog Years,movie,"Comedy, Romance",2021.0,5.6,374.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BG, BH, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CU, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, GY, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, MG, MK, ML, MT, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
Blueback,movie,"Drama, Family",2022.0,5.9,1371.0,"AT, DE, ES"
El mundo es vuestro,movie,Comedy,2022.0,4.8,274.0,"AD, ES"
Esposa de vacaciones,movie,Comedy,2014.0,4.1,29.0,"AR, BO, CL, CO, CR, DO, EC, ES, GT, HN, NI, PA, PE, PY, SV, UY, VE"
P!nk: All I Know So Far,movie,"Biography, Documentary, Music",2021.0,7.8,2391.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BG, BH, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CU, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, GY, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, MG, MK, ML, MT, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
Pizza 3: The Mummy,movie,"Drama, Horror, Thriller",2023.0,4.8,1078.0,"AD, AE, AG, AL, AR, AU, BA, BB, BH, BM, BO, BR, BS, CA, CI, CL, CO, CR, DO, DZ, EC, EG, ES, GB, GF, GG, GH, GI, GT, HK, HN, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MK, MX, MY, MZ, NE, NG, NZ, OM, PA, PE, PF, PH, PK, PS, PY, QA, RS, SA, SG, SM, SV, TC, TH, TN, TR, TT, TW, UG, US, UY, VA, VE, YE, ZA, ZM"
Where Love Lives,movie,"Documentary, Music",2021.0,7.2,56.0,"AO, AU, BE, BF, BM, BZ, CA, CD, CH, CI, CM, ES, FR, GB, GF, GG, GH, GI, GY, IE, KE, LC, MC, MG, ML, MW, NE, NG, NZ, PF, PG, PH, PT, SN, TC, UG, US, ZA"
The Hummingbird,movie,Drama,2022.0,6.4,1647.0,ES
Mack & Rita,movie,"Comedy, Fantasy",2022.0,4.8,2287.0,"AD, ES, FR, GF, MC, PF, PT"
Ikkat,movie,"Comedy, Drama, Romance",2021.0,6.9,751.0,"AD, AE, AG, AL, AO, AR, AU, BA, BB, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CI, CL, CM, CO, CR, CU, DO, DZ, EC, EG, ES, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PY, QA, RS, SA, SG, SM, SN, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
Causality,movie,"Drama, Mystery, Thriller",2021.0,5.2,543.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CU, CY, DE, DK, DO, DZ, EC, EG, ES, FI, FR, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PT, PY, QA, RO, RS, SA, SE, SG, SM, SN, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"
Wetland,movie,Thriller,2021.0,5.3,270.0,"AT, DE, ES"
Father Stu,movie,"Biography, Drama",2022.0,6.5,32726.0,"AD, ES"
The Haunting of Hell Hole Mine,movie,"Horror, Mystery, Thriller",2023.0,3.5,345.0,"BE, CH, ES, FR, GB, GF, GG, IE, IT, PF, SM, VA"
"It's Not You, It's Me",movie,Comedy,2021.0,4.5,105.0,"AG, AR, AU, BB, BM, BO, BS, BZ, CL, CM, CO, CR, DO, EC, ES, GH, GI, GT, GY, HN, IE, JM, KE, LC, MW, NG, NI, NZ, PA, PE, PG, PH, PY, SV, TC, TT, UG, UY, VE, ZA"
Barbarians,movie,"Crime, Horror, Thriller",2021.0,4.7,2931.0,"AU, ES, NZ"
The Young Lovers,movie,"Drama, Romance",2021.0,6.4,964.0,ES
