title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Girl with the Dragon Tattoo",movie,"Crime, Drama, Mystery",2011,tt1568346,7.8,506309,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Happy Feet Two",movie,"Adventure, Animation, Comedy",2011,tt1402488,5.8,48629,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
"Rules of Lies",movie,Drama,2006,tt0934928,6.9,263,"CZ, SK"
"Up and Down",movie,"Comedy, Drama",2004,tt0401488,7,1995,"CZ, SK"
"The Perfect Host",movie,"Comedy, Crime, Thriller",2010,tt1334553,6.7,29465,US
"Scooby-Doo! Legend of the Phantosaur",movie,"Adventure, Animation, Comedy",2011,tt1777608,6.6,3206,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Bucky Larson: Born to Be a Star",movie,Comedy,2011,tt1411664,3.3,13086,"BA, BG, HR, ME, MK, RS, SI"
"Django Unchained",movie,"Comedy, Drama, Western",2012,tt1853728,8.5,1748677,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Elysium,movie,"Action, Drama, Sci-Fi",2013,tt1535108,6.6,477975,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
Warcraft,movie,"Action, Adventure, Fantasy",2016,tt0803096,6.7,285542,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Seventh Son",movie,"Action, Adventure, Fantasy",2014,tt1121096,5.5,81502,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Blackthorn,movie,"Action, Adventure, Drama",2011,tt1629705,6.5,10698,US
"The Karate Guard",movie,"Animation, Comedy, Family",2005,tt0482053,6.2,252,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Gitarrmongot,movie,Drama,2004,tt0447641,5.9,1524,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Batman: Year One",movie,"Action, Animation, Crime",2011,tt1672723,7.3,38841,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"The Hunger Games",movie,"Action, Adventure, Sci-Fi",2012,tt1392170,7.2,1025705,"AD, BA, BG, CZ, ES, HK, HR, HU, ID, MD, ME, MK, MY, PH, RO, RS, SG, SI, SK, TH, TW"
Kon-Tiki,movie,"Adventure, Biography, Drama",2012,tt1613750,7.1,52820,"AD, ES"
"Love Crimes of Kabul",movie,Documentary,2011,tt2032489,6.8,260,"AD, AR, BA, BG, BO, BR, CL, CO, CR, CZ, DO, EC, ES, GT, HN, HR, HU, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, US, UY, VE"
"I Don't Know How She Does It",movie,"Comedy, Romance",2011,tt1742650,5,21380,US
"El Diablo",movie,"Comedy, Western",1990,tt0099493,6,1204,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TT, TW, US, UY, VE"
Polisse,movie,"Crime, Drama",2011,tt1661420,7.3,15662,"FR, MC"
"American Reunion",movie,Comedy,2012,tt1605630,6.7,227055,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Hostel: Part III",movie,Horror,2011,tt1255916,4.6,36706,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Iron Lady",movie,"Biography, Drama",2011,tt1007029,6.4,114558,"CZ, FR, MC, SK"
Ted,movie,Comedy,2012,tt1637725,6.9,672134,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Last Wave",movie,"Drama, Fantasy, Mystery",1977,tt0076299,6.9,11381,US
"Journey 2: The Mysterious Island",movie,"Action, Adventure, Comedy",2012,tt1397514,5.7,114689,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Tom and Jerry & The Wizard of Oz",movie,"Adventure, Animation, Comedy",2011,tt2027255,6.1,2359,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Heir to an Execution: A Granddaughter's Story",movie,Documentary,2004,tt0388996,7,463,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Where Got Ghost?",movie,"Comedy, Horror",2009,tt1488177,5.1,199,"ID, MY, PH, SG, TH"
"Singapore Dreaming",movie,Drama,2006,tt0768837,7,366,"MY, PH, SG"
"Plans for Tomorrow",movie,Drama,2010,tt1543037,6.2,378,"AD, ES"
"Sakalí léta",movie,"Comedy, Musical",1993,tt0108027,6.6,465,"CZ, SK"
"The Grey",movie,"Action, Adventure, Drama",2011,tt1601913,6.7,266740,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Oblivion,movie,"Action, Adventure, Sci-Fi",2013,tt1483013,7,563344,"AG, AR, BB, BE, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Red Lights",movie,"Drama, Fantasy, Mystery",2012,tt1748179,6.2,67471,"AD, ES"
"Now You See Me",movie,"Crime, Mystery, Thriller",2013,tt1670345,7.2,724633,"HK, ID, MY, PH, SG, TH, TW"
Hysteria,movie,"Biography, Comedy, Romance",2011,tt1435513,6.7,33538,"CZ, SK"
"My Week with Marilyn",movie,"Biography, Drama",2011,tt1655420,6.9,90262,"CZ, HU, MD, RO, SK"
"No Rest for the Wicked",movie,"Crime, Thriller",2011,tt1661862,6.4,5613,"AD, ES"
"The Expendables 2",movie,"Action, Adventure, Thriller",2012,tt1764651,6.6,326248,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"12 Years a Slave",movie,"Biography, Drama, History",2013,tt2024544,8.1,754531,"FR, MC"
"Mad Max: Fury Road",movie,"Action, Adventure, Sci-Fi",2015,tt1392190,8.1,1142287,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Devil Inside",movie,Horror,2012,tt1560985,4.2,37914,PT
"Hotel Transylvania",movie,"Adventure, Animation, Comedy",2012,tt0837562,7,291045,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Dictator",movie,Comedy,2012,tt1645170,6.5,345199,PT
"Justice League: Doom",movie,"Action, Animation, Fantasy",2012,tt2027128,7.4,37562,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Lansky,movie,"Crime, Drama",1999,tt0173974,5.5,2101,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Jupiter Ascending",movie,"Action, Adventure, Sci-Fi",2015,tt1617661,5.3,196763,US
"The Numbers Station",movie,"Action, Thriller",2013,tt1659338,5.6,21035,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"The Butcher of Prague",movie,"Drama, History, War",2011,tt1754123,6.8,1562,"CZ, SK"
Contraband,movie,"Action, Adventure, Crime",2012,tt1524137,6.4,127241,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Lucky One",movie,"Drama, Mystery, Romance",2012,tt1327194,6.4,115379,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Smurfs 2",movie,"Adventure, Animation, Comedy",2013,tt2017020,5.3,47340,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
Turbo,movie,"Adventure, Animation, Comedy",2013,tt1860353,6.4,115056,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Campaign",movie,Comedy,2012,tt1790886,6.1,138392,"AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"Only God Forgives",movie,"Action, Crime, Drama",2013,tt1602613,5.7,119783,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Nova Zembla",movie,"Drama, History",2011,tt1911607,5.8,4684,NL
"The Apparition",movie,"Horror, Thriller",2012,tt1433822,4.1,20834,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Children Who Chase Lost Voices",movie,"Adventure, Animation, Drama",2011,tt1839494,7.1,17478,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"For Neda",movie,"Biography, Documentary, History",2010,tt1671630,7.8,324,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Catcher: Cat City 2",movie,"Animation, Comedy, Fantasy",2007,tt0826570,5.2,2285,HU
"Fuga de cerebros 2",movie,"Comedy, Romance",2011,tt1861334,4.5,1149,"AD, ES"
"Indiánské léto",movie,"Comedy, Drama, Romance",1995,tt0113420,7,278,"CZ, SK"
"Saving Pelican 895",movie,"Documentary, Short",2011,tt1868064,7.5,122,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Ender's Game",movie,"Action, Adventure, Sci-Fi",2013,tt1731141,6.6,258028,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Get the Gringo",movie,"Action, Drama, Thriller",2012,tt1567609,6.9,112545,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Wanda,movie,"Crime, Drama",1970,tt0067961,7.1,6041,US
"Daffy Duck's Movie: Fantastic Island",movie,"Animation, Comedy, Family",1983,tt0085390,7,2242,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Jack the Giant Slayer",movie,"Action, Adventure, Fantasy",2013,tt1351685,6.3,149331,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"The Perfect Guy for My Girlfriend",movie,"Comedy, Romance",2009,tt1346281,4.2,785,PL
"The Ride",movie,"Comedy, Drama, Romance",1994,tt0110202,7.3,1159,"CZ, SK"
"To Rome with Love",movie,"Comedy, Music, Romance",2012,tt1859650,6.3,91609,"AD, ES"
"Scooby-Doo! Music of the Vampire",movie,"Adventure, Animation, Comedy",2012,tt2162709,6.3,2546,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Dope Sick Love",movie,Documentary,2005,tt0451041,7.3,1206,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HK, HN, HR, HU, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TT, TW, US, UY, VE"
"Citizen USA: A 50 State Road Trip",movie,Documentary,2011,tt2009450,5.5,234,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Koran by Heart",movie,"Documentary, News",2011,tt1766189,7.3,389,"AR, BA, BG, BO, BR, CL, CO, CR, CZ, DK, DO, EC, FI, GT, HN, HR, HU, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, US, UY, VE"
"Taken 2",movie,"Action, Crime, Thriller",2012,tt1397280,6.2,327618,"AD, CZ, ES, PT, SK"
"Gangster Squad",movie,"Action, Crime, Drama",2013,tt1321870,6.7,224827,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Silver Linings Playbook",movie,"Comedy, Drama, Romance",2012,tt1045658,7.7,752451,"CZ, HK, HU, ID, MD, MY, PH, RO, SG, SK, TH, TW"
"Les Misérables",movie,"Drama, Musical, Romance",2012,tt1707386,7.5,351001,"HK, MY, PH, SG, TW"
"After Earth",movie,"Action, Adventure, Sci-Fi",2013,tt1815862,4.8,211663,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"How to Train Your Dragon 2",movie,"Action, Adventure, Animation",2014,tt1646971,7.8,374193,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"From Up on Poppy Hill",movie,"Animation, Comedy, Drama",2011,tt1798188,7.4,54479,US
Uprise,movie,Drama,2008,tt1082144,4.9,117,PT
"Capitães da Areia",movie,Adventure,2011,tt1828148,6.3,1108,BR
"Four Suns",movie,"Comedy, Drama",2012,tt2106292,6.3,343,"CZ, SK"
"Safety Not Guaranteed",movie,"Adventure, Comedy, Drama",2012,tt1862079,6.9,132330,"DK, FI, NO, SE"
"Shadow Dancer",movie,"Drama, Mystery, Thriller",2012,tt1770734,6.2,13143,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Your Sister's Sister",movie,"Comedy, Drama, Romance",2011,tt1742336,6.7,28699,"DK, FI, NO, SE"
"Love Lasts Three Years",movie,"Comedy, Romance",2011,tt1638328,6.1,5116,"CZ, SK"
Play,movie,Drama,2011,tt1376717,7.1,6765,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Take This Waltz",movie,"Comedy, Drama",2011,tt1592281,6.5,30561,US
"News from Home",movie,Documentary,1976,tt0076452,7.3,3055,US
"Alois Nebel",movie,"Animation, Drama",2011,tt1374985,6.6,1639,"CZ, SK"
"Terminator Genisys",movie,"Action, Adventure, Sci-Fi",2015,tt1340138,6.3,297294,"DK, FI, NO, SE"
"The Company You Keep",movie,"Drama, Thriller",2012,tt1381404,6.4,35830,US
"Back in the Hood: Gang War 2",movie,Documentary,2004,tt0429630,6.9,86,"DK, FI, NO, SE"
"Trouble with the Curve",movie,"Drama, Romance, Sport",2012,tt2083383,6.8,69715,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"When Strangers Click",movie,Documentary,2011,tt1822369,5.6,187,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"The Terry Fox Story",movie,"Biography, Drama, Sport",1983,tt0086427,6.9,750,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"El paseo",movie,Comedy,2010,tt1815687,3.5,453,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Lucia,movie,Drama,1968,tt0064609,7.1,1238,"AG, BB, BS, HN, NI, TT"
"Journey to the Center of the Earth",movie,"Action, Adventure, Family",2008,tt0373051,5.8,134450,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"J. Edgar",movie,"Biography, Drama, Romance",2011,tt1616195,6.5,134962,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Tweety's High-Flying Adventure",movie,"Adventure, Animation, Comedy",2000,tt0248575,5.7,908,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"This Is 40",movie,"Comedy, Drama, Romance",2012,tt1758830,6.2,153321,"AG, AR, BA, BB, BG, BO, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Door",movie,Drama,2012,tt1194577,6.4,2548,"CZ, SK"
"Game Change",movie,"Biography, Drama, History",2012,tt1848902,7.4,23634,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The King of Pigs",movie,"Animation, Drama, Thriller",2011,tt2086830,6.7,1870,"ID, MY, PH, SG, TH"
"Insidious: Chapter 2",movie,"Horror, Mystery, Thriller",2013,tt2226417,6.6,193302,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"The Snows of Kilimanjaro",movie,"Comedy, Drama, Romance",2011,tt1852006,7.2,4162,"DK, FI, NO, SE"
Will,movie,"Adventure, Drama, Family",2011,tt1636844,6.8,3508,"FR, MC"
Walkout,movie,Drama,2006,tt0452703,6.7,1603,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Smithereens,movie,"Drama, Music",1982,tt0084698,6.7,2787,US
Zarafa,movie,"Adventure, Animation, Family",2012,tt2077908,6.9,1939,"FR, MC"
"Meeting Evil",movie,"Crime, Drama, Mystery",2012,tt1810697,5.3,12793,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Love Cuts",movie,Drama,2010,tt2064854,5.2,41,"HK, MY, PH, SG, TW"
"Small Apartments",movie,"Comedy, Crime, Drama",2012,tt1272886,6.1,8492,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Rush,movie,"Biography, Drama, Sport",2013,tt1979320,8.1,525484,"CZ, SK"
"Goodnight Moon & Other Sleepytime Tales",movie,"Animation, Family, Fantasy",1999,tt0239438,7.9,104,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"The Bling Ring",movie,"Biography, Crime, Drama",2013,tt2132285,5.6,93488,"DK, FI, NO, SE, US"
RoboCop,movie,"Action, Crime, Sci-Fi",2014,tt1234721,6.1,242401,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"The Man with the Iron Fists",movie,Action,2012,tt1258972,5.4,64622,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TT, TW, UY, VE"
"Zero Dark Thirty",movie,"Drama, History, Thriller",2012,tt1790885,7.4,325217,"FR, MC"
"Witness Protection",movie,"Crime, Drama",1999,tt0191655,6.2,2169,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Normal the Düsseldorf Ripper",movie,"Crime, Drama, Thriller",2009,tt1342408,5.9,336,"CZ, SK"
"Dumb and Dumber To",movie,Comedy,2014,tt2096672,5.6,147926,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Hunger Games: Catching Fire",movie,"Action, Adventure, Sci-Fi",2013,tt1951264,7.5,736460,"BA, BG, CZ, HK, HR, HU, ID, MD, ME, MK, MY, PH, RO, RS, SG, SI, SK, TH, TW"
"Year of the Devil",movie,"Comedy, Drama, Fantasy",2002,tt0282917,7.3,1158,"CZ, SK"
"HOUBA! On the Trail of the Marsupilami",movie,"Adventure, Comedy, Family",2012,tt1723642,5.5,4362,"FR, MC"
"The Amazing Spider-Man 2",movie,"Action, Adventure, Sci-Fi",2014,tt1872181,6.6,553121,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Machine to Kill Bad People",movie,"Comedy, Fantasy",1952,tt0040559,6.7,974,US
"Two Rabbits",movie,"Action, Crime, Drama",2012,tt1753722,7.3,5559,BR
"Second Best",movie,Drama,1994,tt0111102,6.8,1994,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"God Is the Bigger Elvis",movie,"Biography, Documentary, Short",2012,tt2210633,6.9,625,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Paradise: Love",movie,Drama,2012,tt1403214,7,10391,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Mud,movie,"Adventure, Drama",2012,tt1935179,7.4,192137,"CZ, HU, MD, RO, SK"
"Blue-Eyed Butcher",movie,"Biography, Crime, Drama",2012,tt2282719,5.6,1520,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Vendetta,movie,"Drama, History",1999,tt0162735,6.1,1348,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Machete Kills",movie,"Action, Comedy, Crime",2013,tt2002718,5.6,83443,US
"The Brave One",movie,"Drama, Family",1956,tt0049030,6.6,1144,US
"21 & Over",movie,Comedy,2013,tt1711425,5.8,77975,US
"Escape Plan",movie,"Action, Thriller",2013,tt1211956,6.7,262102,"HK, ID, MY, PH, SG, TH, TW"
"The World's End",movie,"Action, Comedy, Sci-Fi",2013,tt1213663,6.9,303221,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"This Is the End",movie,"Comedy, Fantasy",2013,tt1245492,6.6,440863,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Battle of the Year",movie,"Drama, Music",2013,tt1532958,5,9747,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
