title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Stolen Daughters: Kidnapped by Boko Haram",movie,Documentary,2018,tt8385108,6.6,288,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"We Are Not Done Yet",movie,"Documentary, Short",2018,tt9105950,7.1,109,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"Breslin and Hamill: Deadline Artists",movie,Documentary,2018,tt9275202,8,491,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Icebox,movie,Drama,2018,tt6341668,6.2,841,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Inside the Manson Cult: The Lost Tapes",movie,Documentary,2018,tt8527036,6.3,682,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Nest",movie,"Drama, Romance, Thriller",2020,tt8338762,6.3,19512,"AG, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Jan Palach",movie,Biography,2018,tt8443592,6.6,368,"CZ, SK"
"Po cem muzi touzí",movie,"Comedy, Fantasy, Romance",2018,tt8085890,6,493,"CZ, SK"
"All the Gods in the Sky",movie,"Drama, Horror, Sci-Fi",2018,tt7543784,6.1,943,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Everything Everywhere All at Once",movie,"Action, Adventure, Comedy",2022,tt6710474,7.8,561118,"PL, US"
Buffaloed,movie,"Comedy, Drama",2019,tt8647310,6.2,7966,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Shirley,movie,"Biography, Drama, Mystery",2020,tt8430598,6.1,13745,"DK, FI, NO, SE"
"Rendel: Cycle of Revenge",movie,"Action, Thriller",2024,tt8406934,3.7,219,"AD, ES"
"Last Christmas",movie,"Comedy, Drama, Fantasy",2019,tt8623904,6.5,93696,US
"The Club of Ugly Children",movie,"Action, Adventure, Family",2019,tt9695404,6.6,491,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Tiro e Queda",movie,Comedy,2019,tt8774748,3,222,PT
"Black Christmas",movie,"Horror, Mystery, Thriller",2019,tt10481868,3.5,19797,US
Zoo,movie,"Comedy, Drama, Horror",2018,tt7624934,5.5,2247,"DK, NO, SE"
"100% Coco New York",movie,Comedy,2019,tt8419052,5.4,141,NL
Oslo,movie,"Drama, History, Thriller",2021,tt11790674,6.7,5676,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Promare,movie,"Action, Adventure, Animation",2019,tt9116358,7,5462,US
"An Acceptable Loss",movie,"Drama, Thriller",2018,tt7049542,5.5,1682,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Toman,movie,"Biography, Drama, History",2018,tt6283474,6.7,456,"CZ, SK"
"The Lost Daughter",movie,Drama,2021,tt9100054,6.7,77308,"DK, FI, NO, SE"
Butter,movie,"Comedy, Drama, Romance",2022,tt6267600,5.9,877,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Como Novio de Pueblo",movie,Comedy,2019,tt9358486,5.7,377,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Tod@s caen",movie,Comedy,2019,tt7549776,5,675,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Cigüeñas,movie,Drama,2018,tt9586212,5.2,14,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
"Mirreyes contra Godínez",movie,Comedy,2019,tt7294400,5.3,1506,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Swing Kids",movie,"Drama, Musical, War",2018,tt7046974,7.5,2947,"PH, TH"
"Are You There God? It's Me, Margaret.",movie,"Comedy, Drama, Family",2023,tt9185206,7.3,31436,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Brahms: The Boy II",movie,"Drama, Horror, Mystery",2020,tt9173418,4.7,21363,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Teen Titans Go! Vs. Teen Titans",movie,"Action, Adventure, Animation",2019,tt10548944,6.8,5061,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Coborâm la prima",movie,Drama,2018,tt7251888,6.9,839,"MD, RO"
"Golden Sting",movie,"Drama, Sport",2018,tt7822050,5.7,131,"CZ, SK"
"Genius Factory",movie,Documentary,2017,tt6394392,6.7,82,"AG, BS"
"Outside the Bubble: On the Road with Alexandra Pelosi",movie,Documentary,2018,tt9108266,6.4,228,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"At the Heart of Gold: Inside the USA Gymnastics Scandal",movie,"Crime, Documentary, Sport",2019,tt8299654,8,3538,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"All Is True",movie,"Biography, Drama, History",2018,tt9206798,6.3,5635,"BA, BE, BG, CZ, FR, HR, HU, MC, MD, ME, MK, PL, RO, RS, SI, SK"
"The Color Purple",movie,"Drama, Musical",2023,tt1200263,6.8,18265,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Mimi & Líza: Christmas Lights Mystery",movie,Animation,2018,tt10499512,,,"CZ, SK"
"The Green Knight",movie,"Adventure, Drama, Fantasy",2021,tt9243804,6.6,123260,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Scooby-Doo! and the Curse of the 13th Ghost",movie,"Action, Adventure, Animation",2019,tt9260980,6.4,2046,"AR, BO, CL, CO, CR, DO, EC, GT, HK, HN, ID, MX, MY, NI, PA, PE, PH, PY, SG, SV, TH, TW, UY, VE"
"Mystic Christmas",movie,Romance,2023,tt27813285,6.3,1126,"DK, FI, NO, SE"
Trap,movie,"Crime, Horror, Mystery",2024,tt26753003,5.9,112793,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Justice League: Crisis on Infinite Earths - Part Three",movie,"Action, Adventure, Animation",2024,tt30150917,6,3706,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Delivery from Earth",movie,"Sci-Fi, Short",2014,tt4396720,7.8,6,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Young Hearts",movie,"Drama, Romance",2020,tt9170758,5.4,314,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Tigerland,movie,Documentary,2019,tt7913478,6.9,74,"BE, FR, MC"
"Moonlight Sonata: Deafness in Three Movements",movie,Documentary,2019,tt9135318,7.3,301,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"Blue Beetle",movie,"Action, Adventure, Sci-Fi",2023,tt9362930,5.9,104481,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Hovory s TGM",movie,"Biography, Drama, History",2018,tt8336974,6.4,181,"CZ, SK"
"The Inventor: Out for Blood in Silicon Valley",movie,"Crime, Documentary",2019,tt8488126,7.2,15600,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Marianne & Leonard: Words of Love",movie,"Biography, Documentary, Music",2019,tt9358196,7,2259,US
"The Emperor's Newest Clothes",movie,"Animation, Comedy, Family",2018,tt9042884,5.4,109,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Moments,movie,Drama,2018,tt9349050,6.5,164,"CZ, SK"
Kölcsönlakás,movie,"Comedy, Romance",2019,tt9015746,3.9,1145,HU
Greed,movie,"Comedy, Drama",2019,tt8972256,5.8,8638,"BE, FR, MC"
"Extreme Job",movie,"Comedy, Crime",2019,tt9541602,7.1,13743,"MY, SG"
"The Roads Not Taken",movie,Drama,2020,tt9411866,5.2,2999,US
"The Festive Menace",movie,"Animation, Comedy, Family",2018,tt9558946,5.5,9,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Dry",movie,"Crime, Drama, Mystery",2020,tt5144174,6.8,35710,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"One Piece: Stampede",movie,"Action, Adventure, Animation",2019,tt9430698,7.5,8542,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Weathering with You",movie,"Animation, Drama, Fantasy",2019,tt9426210,7.5,60014,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, ID, JM, LC, MX, MY, NI, PA, PE, PY, SG, SV, TC, TT, US, UY, VE"
"Let's Go Luna!: Luna's Christmas Around the World",movie,"Animation, Family",2018,tt9351618,7.9,27,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Human Capital",movie,"Drama, Thriller",2019,tt9185066,5.7,9673,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Loving Is Losing",movie,"Comedy, Romance",2019,tt9619402,5,161,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Disappearance of Nora",movie,Thriller,1993,tt0106729,5.5,216,"BA, BG, CZ, HR, HU, MD, ME, MK, NL, PL, RO, RS, SI, SK"
"Natalie Wood: What Remains Behind",movie,"Biography, Documentary",2020,tt9435952,7.1,1719,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Freaks Out",movie,"Adventure, Drama, Fantasy",2021,tt7270808,6.9,7584,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Aquaman and the Lost Kingdom",movie,"Action, Adventure, Fantasy",2023,tt9663764,5.6,100743,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Goya Murders",movie,"Crime, Drama, Mystery",2019,tt9173002,4.8,1040,"AD, ES, FR, MC"
"Pen Pals",movie,,1988,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Oh Mercy!",movie,"Crime, Drama, Thriller",2019,tt8359840,6.3,2561,"FR, MC"
"I Can Quit Whenever I Want",movie,Comedy,2019,tt8806768,5.6,2011,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Turtles All the Way Down",movie,"Drama, Mystery, Romance",2024,tt7737224,6.6,6190,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"She Said, He Said",movie,"Comedy, Family, Romance",2019,tt9660006,4.9,243,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Bully. Coward. Victim. The Story of Roy Cohn",movie,Documentary,2019,tt9308256,6.8,1019,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SV, TC, TH, TT, TW, US, UY, VE"
"The Traitor",movie,"Biography, Crime, Drama",2019,tt7736478,7.1,13513,PL
"Icarus. The Legend of Mietek Kosz",movie,"Biography, Drama",2019,tt9121954,6.6,594,PL
4x4,movie,"Crime, Thriller",2019,tt8561690,5.7,2581,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Running with Beto",movie,Documentary,2019,tt8739240,6.1,644,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"The Tesla Case",movie,"Adventure, Comedy, Family",2022,tt14671126,8.3,53,BG
"Any One of Us",movie,"Biography, Documentary",2019,tt8805702,7.8,306,US
"Upon the Magic Roads",movie,"Adventure, Fantasy",2021,tt11390180,5.7,1388,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Last Night in Soho",movie,"Drama, Horror, Mystery",2021,tt9639470,7,186412,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"My Sweet Monster",movie,"Adventure, Animation, Family",2021,tt9572006,4.8,526,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Kaamelott: First Installment",movie,"Adventure, Comedy, Fantasy",2021,tt9844322,6.1,4207,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Hostage Radio",movie,"Action, Adventure, Horror",2019,tt7857374,5.5,2631,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Blanquita,movie,Drama,2022,tt21376206,6.3,364,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Those Who Wish Me Dead",movie,"Action, Drama, Thriller",2021,tt3215824,6,74784,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, NO, PA, PE, PH, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
Reminiscence,movie,"Mystery, Romance, Sci-Fi",2021,tt3272066,5.9,67954,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Silk Road",movie,"Crime, Drama, Thriller",2021,tt7937254,6,6968,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"By a Sharp Knife",movie,Drama,2019,tt9574922,6.5,299,"CZ, SK"
"The Specials",movie,"Comedy, Drama",2019,tt8655470,7.4,11683,"AD, ES"
"Cindy La Regia",movie,Comedy,2020,tt8200456,6,1692,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Fixies vs Crabots",movie,"Animation, Comedy, Family",2019,tt11498676,5.7,154,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Another Round",movie,Drama,2020,tt10288566,7.7,205175,"AD, ES, FR, MC, PL"
"The Misfits",movie,"Adventure, Comedy, Thriller",2021,tt4876134,4.5,14214,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Batman vs Teenage Mutant Ninja Turtles",movie,"Action, Adventure, Animation",2019,tt9775360,7.1,13012,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Tall Tales",movie,"Drama, Romance, Thriller",2019,tt7757688,6.9,1574,HU
"Their Lucky Stars",movie,Comedy,2019,tt8924988,5.1,225,PL
"On the Roof",movie,"Comedy, Drama",2019,tt7424056,6.9,405,"CZ, SK"
"The Last Serb in Croatia",movie,"Adventure, Comedy, Horror",2019,tt8800384,5.9,1920,"BA, BG, HR, ME, MK, RS, SI"
"438 Days",movie,"Drama, Thriller",2019,tt8325442,6.7,3599,"DK, FI, NO, SE"
"Over Fingers",movie,"Comedy, Romance, Sport",2019,tt9048482,5.4,331,"CZ, SK"
"Judas and the Black Messiah",movie,"Biography, Drama, History",2021,tt9784798,7.4,93492,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Servants,movie,Drama,2020,tt8462814,6.4,1017,"CZ, SK"
Heidi,movie,Drama,2019,tt9800034,6.2,267,"MD, RO"
"Escape Room: Tournament of Champions",movie,"Action, Adventure, Horror",2021,tt9844522,5.7,62703,"AD, ES"
"The Apollo",movie,Documentary,2019,tt7935908,6.8,716,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Coldest Game",movie,"History, Sport, Thriller",2019,tt6445414,6.2,12819,PL
"Pee Nak",movie,"Comedy, Horror",2019,tt8258474,4.7,576,TH
Dreambuilders,movie,"Adventure, Animation, Comedy",2020,tt9855978,6,1906,"DK, FI, NO, SE"
"Fritzi: A Revolutionary Tale",movie,"Animation, Family, History",2019,tt9805160,7,370,"CZ, SK"
"To Live Again",movie,Drama,1998,tt0146313,6.1,247,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Unicorn Wars",movie,"Action, Animation, Comedy",2022,tt10483152,6.9,2514,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"El verano que vivimos",movie,"Drama, Romance",2020,tt10042590,5.9,1026,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Ordinary Love",movie,"Drama, Romance",2019,tt6012380,6.6,5447,US
Nayola,movie,"Animation, Drama, Fantasy",2022,tt3726682,7,302,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Even Mice Belong in Heaven",movie,"Adventure, Animation, Comedy",2021,tt3804810,6.7,826,"CZ, SK"
"Chicken for Linda!",movie,"Animation, Comedy, Musical",2023,tt21042126,7.1,899,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Barkers: Mind the Cats!",movie,"Adventure, Animation, Family",2020,tt11390126,5.4,100,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Love Takes Flight",movie,Romance,2019,tt9876426,7,1645,"DK, FI"
"Jiu Jitsu",movie,"Action, Sci-Fi, Thriller",2020,tt9624766,2.9,10749,"DK, FI, NO, SE"
"The Hater",movie,"Drama, Thriller",2020,tt9506474,7.1,18005,PL
"Game of Thrones: The Last Watch",movie,Documentary,2019,tt10090796,7.1,6776,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Lady Terrorist",movie,"Comedy, Crime, Drama",2019,tt8852702,6.3,499,"CZ, SK"
"Sailing Into Love",movie,"Drama, Romance",2019,tt10136854,6.5,1736,"DK, FI"
"Shazam! Fury of the Gods",movie,"Adventure, Comedy, Fantasy",2023,tt10151854,5.9,132106,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"La belle époque",movie,"Comedy, Drama, Fantasy",2019,tt9172422,7.4,20563,PL
Wig,movie,Documentary,2019,tt10206188,6.9,862,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"The Last Trip to the Seaside",movie,"Drama, Short",2019,tt10280050,6.4,86,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Standing Up, Falling Down",movie,"Comedy, Drama",2019,tt6173484,6.6,2658,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dying to Be Perfect: The Ellen Hart Pena Story",movie,Drama,1996,tt0119030,5.5,259,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Send It!",movie,"Action, Adventure, Comedy",2021,tt9009826,4.5,272,PL
"Perhaps Love",movie,"Comedy, Romance",2021,tt15587126,6.1,190,"HK, ID, MY, PH, SG, TH"
