title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes,availableCountries
Mr. & Mrs. Smith,movie,"Action, Comedy, Crime",2005.0,6.5,556065.0,"AE, AL, AU, AZ, BE, BG, BH, BY, CZ, DK, EE, EG, ES, FI, FR, GB, GF, GI, HK, HR, HU, IE, IL, IQ, IS, IT, JO, JP, KW, LB, LT, LU, LV, MD, ME, MK, MT, MX, NL, NO, NZ, OM, PF, PL, PS, PT, QA, RO, RS, SA, SE, SI, SK, SM, TW, UA, US, YE"
City of Angels,movie,"Drama, Fantasy, Romance",1998.0,6.7,130016.0,"AD, ES, PT"
Se7en,movie,"Crime, Drama, Mystery",1995.0,8.6,1861010.0,"AD, BA, BG, CA, CZ, ES, FJ, HK, HR, HU, ID, IN, JP, KR, MD, ME, MK, MY, PH, PK, PL, PT, RO, RS, SG, SI, SK, TH, TW"
The Mask,movie,"Comedy, Crime, Fantasy",1994.0,7.0,435977.0,"AD, BA, BG, CA, CH, CZ, ES, FJ, HK, HR, HU, ID, IN, IT, JP, KR, MD, ME, MK, MY, PH, PK, PL, PT, RO, RS, SG, SI, SK, SM, TH, TW"
Saving Private Ryan,movie,"Drama, War",1998.0,8.6,1539310.0,"AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Madagascar,movie,"Adventure, Animation, Comedy",2005.0,6.9,449710.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HN, HR, HU, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, SV, TC, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Mission: Impossible,movie,"Action, Adventure, Thriller",1996.0,7.2,480826.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Mission: Impossible II,movie,"Action, Adventure, Thriller",2000.0,6.1,385617.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Mission: Impossible III,movie,"Action, Adventure, Thriller",2006.0,6.9,398252.0,"AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, GB, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Babel,movie,Drama,2006.0,7.5,321020.0,"AG, AR, AU, BB, BO, BR, BZ, CA, CL, CO, CR, DO, EC, ES, GB, GI, GT, HN, IE, JM, LC, MX, NI, NZ, PA, PE, PY, SV, TC, TT, UY, VE"
