title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes,availableCountries
Meth Storm,movie,Documentary,2017.0,6.6,800.0,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
Dune: Part One,movie,"Action, Adventure, Drama",2021.0,8.0,920571.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Cold Pursuit,movie,"Action, Comedy, Crime",2019.0,6.2,80409.0,"AD, DK, ES, FI, NO, SE"
The Nun,movie,"Horror, Mystery, Thriller",2018.0,5.4,177828.0,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
Cold War,movie,"Drama, Music, Romance",2018.0,7.5,63084.0,"AD, ES, PT"
The Distances,movie,Drama,2018.0,6.1,1098.0,"AD, ES"
Rock and a Hard Place,movie,Documentary,2017.0,7.3,1133.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
The Bookshop,movie,Drama,2017.0,6.5,17946.0,"AD, ES"
"Clínica de Migrantes: Life, Liberty, and the Pursuit of Happiness",movie,"Documentary, Short",2016.0,7.3,97.0,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Baltimore Rising,movie,Documentary,2017.0,6.4,439.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Life Itself,movie,"Drama, Romance",2018.0,6.9,25541.0,"AD, ES"
Smallfoot,movie,"Adventure, Animation, Comedy",2018.0,6.6,43728.0,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
I Am Evidence,movie,Documentary,2017.0,7.6,769.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Warning: This Drug May Kill You,movie,Documentary,2017.0,7.2,667.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Gemini Man,movie,"Action, Sci-Fi, Thriller",2019.0,5.7,125834.0,"AD, DK, ES, FI, NO, SE"
Vivarium,movie,"Horror, Mystery, Sci-Fi",2019.0,5.9,78769.0,"AD, ES"
Agnelli,movie,Documentary,2017.0,7.5,975.0,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
Wonder Woman 1984,movie,"Action, Adventure, Fantasy",2020.0,5.4,297667.0,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
The Words That Built America,movie,Documentary,2017.0,5.9,101.0,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Spielberg,movie,"Biography, Documentary",2017.0,7.7,8525.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Montana,movie,"Drama, Western",1990.0,4.8,238.0,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK"
Arthur Miller: Writer,movie,"Biography, Documentary",2017.0,7.3,582.0,"AD, BA, BG, CZ, ES, HK, HR, HU, ID, MD, ME, MK, MY, PH, PL, PT, RO, RS, SG, SI, SK, TH, TW, US"
Teen Titans GO! To the Movies,movie,"Action, Adventure, Animation",2018.0,6.7,22326.0,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
The Newspaperman: The Life and Times of Ben Bradlee,movie,Documentary,2017.0,7.3,564.0,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Men in Black: International,movie,"Action, Adventure, Comedy",2019.0,5.6,151318.0,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, RO, RS, SI, SK"
Atomic Homefront,movie,Documentary,2017.0,7.4,575.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
War Dog: A Soldier's Best Friend,movie,Documentary,2017.0,7.5,321.0,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HK, HN, ID, JM, LC, MX, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
Happening: A Clean Energy Revolution,movie,Documentary,2017.0,6.3,269.0,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Kill Team,movie,"Action, Biography, Drama",2019.0,6.0,8100.0,"AD, ES, US"
Jane Fonda in Five Acts,movie,"Biography, Documentary",2018.0,8.0,2771.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Traffic Stop,movie,"Documentary, Short",2017.0,5.5,1077.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Notes from the Field,movie,Drama,2018.0,6.7,373.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
King In The Wilderness,movie,Documentary,2018.0,8.0,937.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Robin Williams: Come Inside My Mind,movie,"Biography, Comedy, Documentary",2018.0,7.9,9464.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Birds of Prey,movie,"Action, Comedy, Crime",2020.0,6.1,270565.0,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
Parasite,movie,"Drama, Thriller",2019.0,8.5,1015137.0,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
The Number on Great-Grandpa's Arm,movie,"Documentary, Short",2018.0,7.6,329.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Motherless Brooklyn,movie,"Crime, Drama, Mystery",2019.0,6.8,63995.0,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
Empowered,movie,Comedy,2018.0,5.7,2660.0,"AD, ES"
O.G.,movie,Drama,2018.0,6.2,2985.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Say Her Name: The Life and Death of Sandra Bland,movie,Documentary,2018.0,7.1,760.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Native Son,movie,Drama,2019.0,5.7,2890.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
It's a Hard Truth Ain't It,movie,"Animation, Documentary",2018.0,6.9,418.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
Annabelle Comes Home,movie,"Horror, Mystery, Thriller",2019.0,5.9,90961.0,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
A Dangerous Son,movie,Documentary,2018.0,6.7,1388.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
It Will be Chaos,movie,Documentary,2018.0,6.6,184.0,"AD, AR, BA, BG, BO, BR, CL, CO, CR, CZ, DO, EC, ES, GT, HK, HN, HR, HU, ID, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TH, TW, US, UY, VE"
Foster,movie,Documentary,2018.0,7.1,348.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
The Many Saints of Newark,movie,"Crime, Drama",2021.0,6.3,65348.0,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
John McCain: For Whom the Bell Tolls,movie,Documentary,2018.0,7.5,778.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Get Her... If You Can,movie,"Comedy, Romance",2019.0,5.5,740.0,"AD, ES"
Steven Universe: The Movie,movie,"Action, Adventure, Animation",2019.0,7.7,9770.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
Deadwood: The Movie,movie,"Drama, Western",2019.0,7.3,27128.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Fantasy Island,movie,"Fantasy, Horror, Mystery",2020.0,4.9,60567.0,"AD, ES"
DC League of Super-Pets,movie,"Action, Adventure, Animation",2022.0,7.1,77564.0,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
The Truth About Killer Robots,movie,Documentary,2018.0,5.8,447.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Swiped: Hooking Up in the Digital Age,movie,Documentary,2018.0,5.6,428.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
Stolen Daughters: Kidnapped by Boko Haram,movie,Documentary,2018.0,6.6,288.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
We Are Not Done Yet,movie,"Documentary, Short",2018.0,7.1,109.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
Icebox,movie,Drama,2018.0,6.2,841.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Rendel: Cycle of Revenge,movie,"Action, Thriller",2024.0,3.7,219.0,"AD, ES"
Oslo,movie,"Drama, History, Thriller",2021.0,6.7,5676.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Cigüeñas,movie,Drama,2018.0,5.2,14.0,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
Outside the Bubble: On the Road with Alexandra Pelosi,movie,Documentary,2018.0,6.4,228.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Trap,movie,"Crime, Horror, Mystery",2024.0,5.9,112793.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Moonlight Sonata: Deafness in Three Movements,movie,Documentary,2019.0,7.3,301.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
Blue Beetle,movie,"Action, Adventure, Sci-Fi",2023.0,5.9,104481.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
The Inventor: Out for Blood in Silicon Valley,movie,"Crime, Documentary",2019.0,7.2,15600.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Natalie Wood: What Remains Behind,movie,"Biography, Documentary",2020.0,7.1,1719.0,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
Aquaman and the Lost Kingdom,movie,"Action, Adventure, Fantasy",2023.0,5.6,100743.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
The Goya Murders,movie,"Crime, Drama, Mystery",2019.0,4.8,1040.0,"AD, ES, FR, MC"
Turtles All the Way Down,movie,"Drama, Mystery, Romance",2024.0,6.6,6190.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Bully. Coward. Victim. The Story of Roy Cohn,movie,Documentary,2019.0,6.8,1019.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SV, TC, TH, TT, TW, US, UY, VE"
Running with Beto,movie,Documentary,2019.0,6.1,644.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
The Specials,movie,"Comedy, Drama",2019.0,7.4,11683.0,"AD, ES"
Another Round,movie,Drama,2020.0,7.7,205175.0,"AD, ES, FR, MC, PL"
Escape Room: Tournament of Champions,movie,"Action, Adventure, Horror",2021.0,5.7,62703.0,"AD, ES"
The Apollo,movie,Documentary,2019.0,6.8,716.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Game of Thrones: The Last Watch,movie,Documentary,2019.0,7.1,6776.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Shazam! Fury of the Gods,movie,"Adventure, Comedy, Fantasy",2023.0,5.9,132106.0,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Wig,movie,Documentary,2019.0,6.9,862.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
Home Videos,movie,Documentary,2019.0,7.4,186.0,"AD, DK, ES, FI, NO, PT, SE, US"
Liberty: Mother of Exiles,movie,Documentary,2019.0,6.6,184.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Sermon on the Mount,movie,Documentary,2019.0,6.9,123.0,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
King Richard,movie,"Biography, Drama, Sport",2021.0,7.5,143195.0,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Meg 2: The Trench,movie,"Action, Adventure, Horror",2023.0,5.0,88357.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
The Last Duel,movie,"Drama, History, Thriller",2021.0,7.3,190037.0,"AD, ES, PT"
Collective,movie,"Crime, Documentary",2019.0,8.1,13719.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
Very Ralph,movie,Documentary,2019.0,6.9,848.0,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
Schoolgirls,movie,Drama,2020.0,6.4,2797.0,"AD, ES"
Let Them All Talk,movie,"Comedy, Drama",2020.0,6.1,13399.0,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
The Wedding Unplanner,movie,"Comedy, Romance",2020.0,5.7,2089.0,"AD, ES"
Torn Apart: Separated at the Border,movie,Documentary,2019.0,5.9,56.0,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
