Const,Your Rating,Date Rated,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
tt0369702,8,2023-03-20,"Mar adentro","Mar adentro",https://www.imdb.com/title/tt0369702,Película,8.0,126,2004,"Drama, Biografía",86292,"2004-09-03","Alejandro Amenábar"
tt1931533,7,2023-03-15,"Siete psicópatas","Seven Psychopaths",https://www.imdb.com/title/tt1931533,Película,7.1,110,2012,"Comedia, Crimen",278191,"2013-02-22","Martin McDonagh"
tt0181689,7,2023-03-03,"Minority Report","Minority Report",https://www.imdb.com/title/tt0181689,Película,7.6,145,2002,"Crimen, Ciencia ficción, Misterio, Suspense, Acción",595177,"2002-10-04","Steven Spielberg"
tt0120669,7,2023-03-03,"Miedo y asco en Las Vegas","Fear and Loathing in Las Vegas",https://www.imdb.com/title/tt0120669,Película,7.5,118,1998,"Aventura, Drama, Comedia",307006,"1999-04-23","Terry Gilliam"
tt0246578,7,2023-03-03,"Donnie Darko","Donnie Darko",https://www.imdb.com/title/tt0246578,Película,8.0,113,2001,"Ciencia ficción, Suspense, Misterio, Drama",869227,"2002-07-05","Richard Kelly"
tt0114746,8,2023-03-03,"12 monos","Twelve Monkeys",https://www.imdb.com/title/tt0114746,Película,8.0,129,1995,"Misterio, Ciencia ficción, Suspense",657419,"1996-03-21","Terry Gilliam"
tt0470752,7,2023-03-03,"Ex_Machina","Ex Machina",https://www.imdb.com/title/tt0470752,Película,7.7,108,2014,"Drama, Ciencia ficción, Suspense",608037,"2015-02-27","Alex Garland"
tt0319061,7,2023-02-28,"Big Fish","Big Fish",https://www.imdb.com/title/tt0319061,Película,8.0,125,2003,"Fantasía, Aventura, Romance, Drama",465231,"2004-03-05","Tim Burton"
tt0780536,8,2023-02-27,"Escondidos en Brujas","In Bruges",https://www.imdb.com/title/tt0780536,Película,7.9,107,2008,"Crimen, Drama, Comedia, Suspense",472103,"2008-07-18","Martin McDonagh"
tt11813216,8,2023-02-27,"Almas en pena de Inisherin","The Banshees of Inisherin",https://www.imdb.com/title/tt11813216,Película,7.7,114,2022,"Drama, Comedia",269015,"2023-02-03","Martin McDonagh"
tt6710474,8,2023-02-27,"Todo a la vez en todas partes","Everything Everywhere All at Once",https://www.imdb.com/title/tt6710474,Película,7.8,139,2022,"Ciencia ficción, Aventura, Comedia, Fantasía, Acción",561311,"2022-06-03","Daniel Kwan,Daniel Scheinert"
tt0120601,8,2023-02-04,"Cómo ser John Malkovich","Being John Malkovich",https://www.imdb.com/title/tt0120601,Película,7.7,113,1999,"Drama, Comedia, Fantasía",358928,"2000-03-10","Spike Jonze"
tt10384744,7,2023-01-28,"La odisea de los giles","La odisea de los giles",https://www.imdb.com/title/tt10384744,Película,7.2,116,2019,"Drama, Aventura, Comedia, Crimen, Historia, Suspense",13267,"2019-11-29","Sebastián Borensztein"
tt9506474,6,2023-01-28,"Hater","Sala samobójców. Hejter",https://www.imdb.com/title/tt9506474,Película,7.1,135,2020,"Drama, Suspense",18008,"2020-07-29","Jan Komasa"
tt1630029,6,2023-01-15,"Avatar: El sentido del agua","Avatar: The Way of Water",https://www.imdb.com/title/tt1630029,Película,7.5,192,2022,"Acción, Aventura, Ciencia ficción, Fantasía",518634,"2022-12-16","James Cameron"
tt11564570,9,2023-01-15,"Puñales por la espalda: El misterio de Glass Onion","Glass Onion",https://www.imdb.com/title/tt11564570,Película,7.1,139,2022,"Crimen, Suspense, Drama, Misterio, Comedia",462883,"2022-11-23","Rian Johnson"
tt1276104,8,2023-01-15,"Looper","Looper",https://www.imdb.com/title/tt1276104,Película,7.4,119,2012,"Ciencia ficción, Acción, Suspense, Drama",611985,"2012-10-19","Rian Johnson"
tt0105323,7,2022-11-22,"Esencia de mujer","Scent of a Woman",https://www.imdb.com/title/tt0105323,Película,8.0,156,1992,"Drama",340061,"1993-03-12","Martin Brest"
tt0327056,8,2022-11-22,"Mystic River","Mystic River",https://www.imdb.com/title/tt0327056,Película,7.9,138,2003,"Crimen, Misterio, Suspense, Drama",496485,"2003-10-24","Clint Eastwood"
tt0119164,8,2022-11-02,"Full Monty","The Full Monty",https://www.imdb.com/title/tt0119164,Película,7.2,91,1997,"Drama, Comedia",115862,"1997-10-07","Peter Cattaneo"
tt0266697,7,2022-11-02,"Kill Bill: Volumen 1","Kill Bill: Vol. 1",https://www.imdb.com/title/tt0266697,Película,8.2,111,2003,"Acción, Suspense, Crimen",1227064,"2004-03-05","Quentin Tarantino"
tt0117951,8,2022-11-02,"Trainspotting","Trainspotting",https://www.imdb.com/title/tt0117951,Película,8.1,93,1996,"Drama",740129,"1996-09-23","Danny Boyle"
tt0405159,9,2022-11-02,"Million Dollar Baby","Million Dollar Baby",https://www.imdb.com/title/tt0405159,Película,8.1,132,2004,"Drama, Deporte",735604,"2005-02-04","Clint Eastwood"
tt0395169,9,2022-11-02,"Hotel Rwanda","Hotel Rwanda",https://www.imdb.com/title/tt0395169,Película,8.1,121,2004,"Drama, Bélico, Historia, Biografía",379142,"2005-02-25","Terry George"
tt1205489,9,2022-11-02,"Gran Torino","Gran Torino",https://www.imdb.com/title/tt1205489,Película,8.1,116,2008,"Drama",828788,"2009-03-06","Clint Eastwood"
tt2106476,7,2022-11-02,"La caza","Jagten",https://www.imdb.com/title/tt2106476,Película,8.3,115,2012,"Drama",377904,"2013-04-19","Thomas Vinterberg"
tt2582802,9,2022-11-02,"Whiplash","Whiplash",https://www.imdb.com/title/tt2582802,Película,8.5,106,2014,"Drama, Música",1037535,"2015-01-16","Damien Chazelle"
tt0317248,8,2022-11-02,"Ciudad de Dios","Cidade de Deus",https://www.imdb.com/title/tt0317248,Película,8.6,130,2002,"Drama, Crimen",822448,"2003-01-31","Fernando Meirelles,Kátia Lund"
tt3011894,8,2022-11-02,"Relatos salvajes","Relatos salvajes",https://www.imdb.com/title/tt3011894,Película,8.1,122,2014,"Comedia, Suspense, Drama",223438,"2014-10-17","Damián Szifron"
tt15301048,8,2022-11-02,"Argentina, 1985","Argentina, 1985",https://www.imdb.com/title/tt15301048,Película,7.6,140,2022,"Drama, Crimen, Historia, Biografía",32869,"2022-09-30","Santiago Mitre"
tt0450259,9,2022-08-25,"Diamante de sangre","Blood Diamond",https://www.imdb.com/title/tt0450259,Película,8.0,143,2006,"Drama, Aventura, Suspense",598755,"2007-02-09","Edward Zwick"
tt0210945,8,2022-08-25,"Titanes: Hicieron historia","Remember the Titans",https://www.imdb.com/title/tt0210945,Película,7.8,113,2000,"Deporte, Biografía, Comedia, Drama",237184,"2001-03-30","Boaz Yakin"
tt0107818,7,2022-08-25,"Philadelphia","Philadelphia",https://www.imdb.com/title/tt0107818,Película,7.7,125,1993,"Drama",263322,"1994-03-11","Jonathan Demme"
tt0257044,7,2022-08-25,"Camino a la perdición","Road to Perdition",https://www.imdb.com/title/tt0257044,Película,7.7,117,2002,"Suspense, Crimen, Drama",289677,"2002-09-06","Sam Mendes"
tt1535109,9,2022-08-25,"Capitán Phillips","Captain Phillips",https://www.imdb.com/title/tt1535109,Película,7.8,134,2013,"Drama, Biografía, Suspense, Crimen, Acción",501829,"2013-10-18","Paul Greengrass"
tt1907668,7,2022-08-25,"El vuelo (Flight)","Flight",https://www.imdb.com/title/tt1907668,Película,7.3,138,2012,"Drama, Suspense",382771,"2013-01-25","Robert Zemeckis"
tt0209144,9,2022-08-25,"Memento","Memento",https://www.imdb.com/title/tt0209144,Película,8.4,113,2000,"Suspense, Misterio",1354808,"2001-01-19","Christopher Nolan"
tt0317740,7,2022-08-25,"The Italian Job","The Italian Job",https://www.imdb.com/title/tt0317740,Película,7.0,111,2003,"Suspense, Crimen, Acción",394978,"2003-09-26","F. Gary Gray"
tt1727824,8,2022-08-25,"Bohemian Rhapsody","Bohemian Rhapsody",https://www.imdb.com/title/tt1727824,Película,7.9,134,2018,"Biografía, Drama, Música",610876,"2018-10-31","Bryan Singer"
tt0240772,8,2022-08-25,"Ocean's Eleven: Hagan juego","Ocean's Eleven",https://www.imdb.com/title/tt0240772,Película,7.7,116,2001,"Suspense, Crimen",634766,"2002-01-18","Steven Soderbergh"
tt1210166,8,2022-08-25,"Moneyball: Rompiendo las reglas","Moneyball",https://www.imdb.com/title/tt1210166,Película,7.6,133,2011,"Drama, Deporte, Biografía",477464,"2012-02-03","Bennett Miller"
tt1800241,7,2022-08-25,"La gran estafa americana","American Hustle",https://www.imdb.com/title/tt1800241,Película,7.2,138,2013,"Drama, Crimen",505961,"2014-01-31","David O. Russell"
tt0361862,8,2022-08-25,"El maquinista","The Machinist",https://www.imdb.com/title/tt0361862,Película,7.6,101,2004,"Suspense, Drama",423757,"2004-12-17","Brad Anderson"
tt1152836,7,2022-08-25,"Enemigos públicos","Public Enemies",https://www.imdb.com/title/tt1152836,Película,6.9,140,2009,"Crimen, Drama, Biografía, Historia",324605,"2009-08-14","Michael Mann"
tt0119008,7,2022-08-25,"Donnie Brasco","Donnie Brasco",https://www.imdb.com/title/tt0119008,Película,7.7,127,1997,"Biografía, Crimen, Drama",339539,"1997-03-19","Mike Newell"
tt0454848,8,2022-08-25,"Plan oculto","Inside Man",https://www.imdb.com/title/tt0454848,Película,7.6,129,2006,"Crimen, Drama, Suspense, Misterio",405906,"2006-04-12","Spike Lee"
tt1189340,8,2022-08-25,"El inocente (The Lincoln Lawyer)","The Lincoln Lawyer",https://www.imdb.com/title/tt1189340,Película,7.3,118,2011,"Drama, Crimen, Suspense, Misterio",259012,"2011-05-13","Brad Furman"
tt0117913,7,2022-08-25,"Tiempo de matar","A Time to Kill",https://www.imdb.com/title/tt0117913,Película,7.5,149,1996,"Crimen, Drama, Suspense",186871,"1996-09-20","Joel Schumacher"
tt4972582,8,2022-08-25,"Múltiple","Split",https://www.imdb.com/title/tt4972582,Película,7.3,117,2016,"Suspense, Terror",577441,"2017-01-27","M. Night Shyamalan"
tt5727208,8,2022-05-23,"Diamantes en bruto","Uncut Gems",https://www.imdb.com/title/tt5727208,Película,7.4,135,2019,"Drama, Crimen, Suspense",328339,"2020-01-31","Benny Safdie,Josh Safdie"
tt0107207,8,2022-05-07,"En el nombre del padre","In the Name of the Father",https://www.imdb.com/title/tt0107207,Película,8.1,133,1993,"Biografía, Crimen, Drama",192535,"1994-02-18","Jim Sheridan"
tt1305806,8,2022-04-22,"El secreto de sus ojos","El secreto de sus ojos",https://www.imdb.com/title/tt1305806,Película,8.2,129,2009,"Drama, Misterio, Suspense, Romance",228509,"2009-09-25","Juan José Campanella"
tt0443706,7,2022-03-25,"Zodiac","Zodiac",https://www.imdb.com/title/tt0443706,Película,7.7,157,2007,"Drama, Suspense, Crimen, Misterio",620729,"2007-05-18","David Fincher"
tt0119174,8,2022-03-25,"The Game","The Game",https://www.imdb.com/title/tt0119174,Película,7.7,129,1997,"Drama, Suspense, Misterio",443231,"1997-12-05","David Fincher"
tt7475578,7,2022-03-25,"Múnich en vísperas de una guerra","Munich: The Edge of War",https://www.imdb.com/title/tt7475578,Película,6.8,130,2021,"Drama, Biografía, Historia, Suspense",36978,"2022-01-21","Christian Schwochow"
tt0816692,9,2022-03-14,"Interstellar","Interstellar",https://www.imdb.com/title/tt0816692,Película,8.7,169,2014,"Ciencia ficción, Aventura, Drama",2224151,"2014-11-07","Christopher Nolan"
tt0780504,8,2022-03-14,"Drive","Drive",https://www.imdb.com/title/tt0780504,Película,7.8,100,2011,"Drama, Acción",723390,"2011-12-28","Nicolas Winding Refn"
tt0120735,8,2022-01-10,"Lock & Stock","Lock, Stock and Two Smoking Barrels",https://www.imdb.com/title/tt0120735,Película,8.1,107,1998,"Crimen, Comedia",627580,"1999-04-09","Guy Ritchie"
tt0208092,8,2022-01-10,"Snatch. Cerdos y diamantes","Snatch",https://www.imdb.com/title/tt0208092,Película,8.2,104,2000,"Comedia, Crimen",930840,"2000-11-03","Guy Ritchie"
tt7533152,7,2021-12-14,"El niño que domó el viento","The Boy Who Harnessed the Wind",https://www.imdb.com/title/tt7533152,Película,7.6,113,2019,"Drama, Biografía, Historia",46642,"2019-03-01","Chiwetel Ejiofor"
tt5052474,7,2021-12-14,"Sicario: El día del soldado","Sicario: Day of the Soldado",https://www.imdb.com/title/tt5052474,Película,7.1,122,2018,"Acción, Crimen, Drama, Suspense, Misterio",173934,"2018-06-29","Stefano Sollima"
tt3397884,7,2021-12-14,"Sicario","Sicario",https://www.imdb.com/title/tt3397884,Película,7.7,121,2015,"Drama, Crimen, Misterio, Suspense, Acción",494163,"2015-11-13","Denis Villeneuve"
